ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Personeelsindicator_1;OntwikkelingPersoneelssterkte_2;VerwachtingPersoneelssterkte_3
232;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;;;
233;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;;;
234;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;13.8;13.0;14.0
235;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;;;
236;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;;;
237;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;15.7;15.3;15.4
238;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;;;
239;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;;;
240;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;14.4;13.0;15.2
241;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;;;
242;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;;;
243;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;11.8;11.9;11.1
244;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;;;
245;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 maart;;;
246;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 april;11.4;10.4;11.7
247;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 mei;;;
248;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juni;;;
249;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;9.6;9.0;9.5
250;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 augustus;;;
251;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 september;;;
252;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 oktober;7.3;5.9;8.4
253;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 november;;;
254;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2019 december;;;
255;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 januari;7.8;6.5;8.6
256;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 februari;;;
257;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 maart;;;
258;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 april;-18.1;-6.6;-29.9
259;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 mei;;;
260;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juni;;;
261;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 juli;-12.2;-19.1;-5.9
262;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 augustus;;;
263;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 september;;;
264;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 oktober;-7.7;-9.4;-6.6
265;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 november;;;
266;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2020 december;;;
267;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 januari;-3.4;-6.6;-0.9
268;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 februari;;;
269;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 maart;;;
270;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 april;3.3;-0.6;6.8
271;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 mei;;;
272;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juni;;;
273;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 juli;12.5;7.3;17.1
274;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 augustus;;;
275;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 september;;;
276;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 oktober;16.0;9.5;21.8
277;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 november;;;
278;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2021 december;;;
279;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 januari;12.5;8.9;15.5
280;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 februari;;;
281;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 maart;;;
282;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 april;13.5;9.1;17.4
283;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 mei;;;
284;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juni;;;
285;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 juli;10.5;6.0;14.4
286;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 augustus;;;
287;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 september;;;
288;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 oktober;8.6;5.6;11.1
289;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 november;;;
290;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2022 december;;;
291;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 januari;9.6;5.9;12.7
292;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 februari;;;
293;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 maart;;;
294;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 april;7.9;4.2;11.1
295;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 mei;;;
296;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juni;;;
297;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 juli;5.1;2.7;6.8
298;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 augustus;;;
299;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 september;;;
300;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 oktober;4.0;0.7;6.7
301;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 november;;;
302;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2023 december;;;
303;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 januari;4.9;2.1;6.6
304;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 februari;;;
305;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 maart;;;
306;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 april;3.7;1.3;5.3
307;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 mei;;;
308;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juni;;;
309;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 juli;2.1;-1.9;5.0
310;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 augustus;;;
311;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 september;;;
312;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 oktober;3.8;0.4;6.4
313;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 november;;;
314;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2024 december;;;
315;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 januari;4.1;-1.2;8.5
316;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 februari;;;
317;Totaal (ex. financieel of nutsbedrijven);Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2025 maart;;;
318;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 januari;;;
319;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 februari;;;
320;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 maart;;;
321;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 april;;;
322;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 mei;;;
323;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juni;;;
324;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juli;;;
325;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 augustus;;;
326;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 september;;;
327;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 oktober;;;
328;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 november;;;
329;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2012 december;;;
330;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 januari;;;
331;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 februari;;;
332;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 maart;;;
333;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 april;;;
334;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 mei;;;
335;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juni;;;
336;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juli;;;
337;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 augustus;;;
338;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 september;;;
339;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 oktober;;;
340;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 november;;;
341;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2013 december;;;
342;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 januari;-8.8;-7.6;-9.4
343;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 februari;;;
344;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 maart;;;
345;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 april;-4.5;-4.1;-4.4
346;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 mei;;;
347;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juni;;;
348;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juli;-2.8;-1.5;-3.6
349;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 augustus;;;
350;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 september;;;
351;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 oktober;-1.2;1.2;-2.9
352;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 november;;;
353;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;;;
354;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 januari;-1.7;-0.2;-2.5
355;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 februari;;;
356;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 maart;;;
357;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 april;-0.1;0.1;0.5
358;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 mei;;;
359;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juni;;;
360;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juli;2.4;2.4;2.8
361;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 augustus;;;
362;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 september;;;
363;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 oktober;5.1;5.0;5.8
364;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 november;;;
365;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2015 december;;;
366;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 januari;4.6;6.0;3.8
367;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 februari;;;
368;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 maart;;;
369;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 april;5.3;5.8;5.2
370;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 mei;;;
371;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juni;;;
372;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juli;7.0;8.6;5.9
373;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 augustus;;;
374;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 september;;;
375;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 oktober;9.4;11.0;7.9
376;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 november;;;
377;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2016 december;;;
378;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 januari;11.3;12.7;10.4
379;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 februari;;;
380;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 maart;;;
381;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 april;12.0;12.3;12.1
382;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 mei;;;
383;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juni;;;
384;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juli;14.9;15.1;15.1
385;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;;;
386;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;;;
387;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;15.8;15.0;17.1
388;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;;;
389;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;;;
390;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;17.9;18.8;17.6
391;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;;;
392;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;;;
393;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;16.2;16.2;16.8
394;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;;;
395;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;;;
396;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;18.1;18.5;18.2
397;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 augustus;;;
398;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 september;;;
399;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 oktober;16.8;16.2;18.0
400;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 november;;;
401;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2018 december;;;
402;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 januari;14.2;15.1;13.9
403;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 februari;;;
404;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 maart;;;
405;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 april;13.8;13.6;14.5
406;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 mei;;;
407;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juni;;;
408;Totaal (ex. financieel of nutsbedrijven);Bovengrens 95%-interval;Seizoengecorrigeerde cijfers;2019 juli;12.0;12.2;12.3
