ID;Perioden;TotaalAanbod_1;TotaalProductie_2;Centraal_3;Decentraal_4;Invoer_5;Uitvoer_6;TotaalVerbruik_7;ViaHetOpenbareNet_8;ViaBedrijfsnetten_9;TotaalBijDeProductie_10;Centraal_11;Decentraal_12;VerliezenBijDistributie_13
437;1998 juni;8087.0;7030.0;4930.0;2100.0;1078.0;21.0;8087.0;6918.0;911.0;258.0;147.0;111.0;305.0
438;1998 2e kwartaal;24491.0;21615.0;15000.0;6615.0;2937.0;61.0;24491.0;20934.0;2742.0;815.0;479.0;336.0;923.0
439;1998 juli;8296.0;7230.0;5031.0;2199.0;1089.0;23.0;8296.0;7033.0;988.0;275.0;167.0;108.0;313.0
440;1998 augustus;8007.0;6970.0;4888.0;2082.0;1060.0;23.0;8007.0;6794.0;925.0;288.0;175.0;113.0;301.0
441;1998 september;8382.0;7426.0;5337.0;2089.0;979.0;23.0;8382.0;7185.0;900.0;297.0;188.0;109.0;315.0
442;1998 3e kwartaal;24685.0;21626.0;15256.0;6370.0;3128.0;69.0;24685.0;21012.0;2813.0;860.0;530.0;330.0;929.0
443;1998 oktober;9168.0;8063.0;5391.0;2672.0;1126.0;21.0;9168.0;7823.0;1031.0;314.0;188.0;126.0;345.0
444;1998 november;9137.0;8182.0;5555.0;2627.0;1003.0;48.0;9137.0;7800.0;1031.0;306.0;183.0;123.0;344.0
445;1998 december;9321.0;8416.0;5571.0;2845.0;967.0;62.0;9321.0;7915.0;1084.0;322.0;192.0;130.0;351.0
446;1998 4e kwartaal;27626.0;24661.0;16517.0;8144.0;3096.0;131.0;27626.0;23538.0;3146.0;942.0;563.0;379.0;1040.0
447;1998;102795.0;90981.0;62254.0;28727.0;12235.0;421.0;102795.0;87461.0;11831.0;3503.0;2097.0;1406.0;3871.0
448;1999 januari;9234.0;8033.0;5137.0;2896.0;1653.0;452.0;9234.0;7883.0;1053.0;298.0;173.0;125.0;347.0
449;1999 februari;8451.0;7342.0;4694.0;2648.0;1434.0;325.0;8451.0;7202.0;968.0;281.0;163.0;118.0;319.0
450;1999 maart;9101.0;7770.0;4999.0;2771.0;1685.0;354.0;9101.0;7812.0;994.0;295.0;172.0;123.0;344.0
451;1999 1e kwartaal;26786.0;23145.0;14830.0;8315.0;4772.0;1131.0;26786.0;22897.0;3015.0;874.0;508.0;366.0;1010.0
452;1999 april;8279.0;6750.0;4165.0;2585.0;1858.0;329.0;8279.0;7088.0;909.0;282.0;168.0;114.0;312.0
453;1999 mei;8284.0;6531.0;4084.0;2447.0;2124.0;371.0;8284.0;7099.0;907.0;278.0;159.0;119.0;313.0
454;1999 juni;8225.0;6648.0;4245.0;2403.0;1972.0;395.0;8225.0;7023.0;925.0;277.0;167.0;110.0;310.0
455;1999 2e kwartaal;24788.0;19929.0;12494.0;7435.0;5954.0;1095.0;24788.0;21210.0;2741.0;837.0;494.0;343.0;935.0
456;1999 juli;8597.0;6922.0;4563.0;2359.0;1956.0;281.0;8597.0;7349.0;951.0;297.0;174.0;123.0;324.0
457;1999 augustus;8305.0;6625.0;4247.0;2378.0;1983.0;303.0;8305.0;7137.0;865.0;303.0;180.0;123.0;312.0
458;1999 september;8620.0;6882.0;4640.0;2242.0;1962.0;224.0;8620.0;7456.0;869.0;295.0;176.0;119.0;325.0
459;1999 3e kwartaal;25522.0;20429.0;13450.0;6979.0;5901.0;808.0;25522.0;21942.0;2685.0;895.0;530.0;365.0;961.0
460;1999 oktober;9102.0;7363.0;4575.0;2788.0;2016.0;277.0;9102.0;7743.0;1032.0;327.0;195.0;132.0;342.0
461;1999 november;9258.0;7698.0;4780.0;2918.0;1886.0;326.0;9258.0;7897.0;1034.0;327.0;200.0;127.0;349.0
462;1999 december;9652.0;8105.0;4997.0;3108.0;1878.0;331.0;9652.0;8203.0;1110.0;339.0;205.0;134.0;363.0
463;1999 4e kwartaal;28012.0;23166.0;14352.0;8814.0;5780.0;934.0;28012.0;23843.0;3176.0;993.0;600.0;393.0;1054.0
464;1999;105108.0;86669.0;55126.0;31543.0;22407.0;3968.0;105108.0;89892.0;11617.0;3599.0;2132.0;1467.0;3960.0
465;2000 januari;9522.0;8055.0;4909.0;3146.0;1810.0;343.0;9522.0;8114.0;1092.0;316.0;191.0;125.0;359.0
466;2000 februari;8874.0;7639.0;4722.0;2917.0;1638.0;403.0;8874.0;7584.0;985.0;305.0;186.0;119.0;334.0
467;2000 maart;9415.0;7945.0;4896.0;3049.0;1777.0;307.0;9415.0;8039.0;1054.0;322.0;200.0;122.0;355.0
468;2000 1e kwartaal;27811.0;23639.0;14527.0;9112.0;5225.0;1053.0;27811.0;23737.0;3131.0;943.0;577.0;366.0;1048.0
469;2000 april;8525.0;7042.0;4410.0;2632.0;1873.0;390.0;8525.0;7347.0;886.0;292.0;181.0;111.0;321.0
470;2000 mei;8862.0;7385.0;4828.0;2557.0;1831.0;354.0;8862.0;7623.0;932.0;307.0;194.0;113.0;334.0
471;2000 juni;8421.0;6823.0;4387.0;2436.0;1978.0;380.0;8421.0;7263.0;876.0;282.0;175.0;107.0;317.0
472;2000 2e kwartaal;25808.0;21250.0;13625.0;7625.0;5682.0;1124.0;25808.0;22233.0;2694.0;881.0;550.0;331.0;972.0
473;2000 juli;8626.0;7047.0;4468.0;2579.0;1929.0;350.0;8626.0;7360.0;971.0;295.0;177.0;118.0;325.0
474;2000 augustus;8750.0;7248.0;4767.0;2481.0;1899.0;397.0;8750.0;7520.0;928.0;302.0;190.0;112.0;329.0
475;2000 september;8852.0;7132.0;4733.0;2399.0;1949.0;229.0;8852.0;7634.0;916.0;302.0;190.0;112.0;333.0
476;2000 3e kwartaal;26228.0;21427.0;13968.0;7459.0;5777.0;976.0;26228.0;22514.0;2815.0;899.0;557.0;342.0;987.0
477;2000 oktober;9412.0;7591.0;4780.0;2811.0;2092.0;271.0;9412.0;8017.0;1087.0;308.0;190.0;118.0;355.0
478;2000 november;9570.0;7782.0;4861.0;2921.0;2075.0;287.0;9570.0;8155.0;1098.0;317.0;197.0;120.0;361.0
479;2000 december;9513.0;7737.0;4785.0;2952.0;2096.0;320.0;9513.0;8110.0;1093.0;310.0;187.0;123.0;359.0
480;2000 4e kwartaal;28495.0;23110.0;14426.0;8684.0;6263.0;878.0;28495.0;24282.0;3278.0;935.0;574.0;361.0;1075.0
481;2000;108342.0;89426.0;56546.0;32880.0;22947.0;4031.0;108342.0;92766.0;11918.0;3658.0;2258.0;1400.0;4082.0
482;2001 januari;9986.0;8492.0;5484.0;3008.0;1934.0;440.0;9986.0;8545.0;1098.0;343.0;222.0;121.0;376.0
483;2001 februari;8907.0;7650.0;4881.0;2769.0;1748.0;491.0;8907.0;7598.0;1004.0;305.0;194.0;111.0;336.0
484;2001 maart;9663.0;8529.0;5631.0;2898.0;1777.0;643.0;9663.0;8268.0;1058.0;337.0;221.0;116.0;364.0
485;2001 1e kwartaal;28556.0;24671.0;15996.0;8675.0;5459.0;1574.0;28556.0;24411.0;3160.0;985.0;637.0;348.0;1076.0
486;2001 april;8799.0;7685.0;5154.0;2531.0;1592.0;478.0;8799.0;7548.0;939.0;312.0;203.0;109.0;331.0
487;2001 mei;8931.0;7525.0;5029.0;2496.0;1816.0;410.0;8931.0;7711.0;930.0;290.0;179.0;111.0;337.0
488;2001 juni;8732.0;7330.0;4901.0;2429.0;1699.0;297.0;8732.0;7472.0;962.0;298.0;192.0;106.0;329.0
489;2001 2e kwartaal;26462.0;22540.0;15084.0;7456.0;5107.0;1185.0;26462.0;22731.0;2831.0;900.0;574.0;326.0;997.0
490;2001 juli;8936.0;7455.0;4977.0;2478.0;1627.0;146.0;8936.0;7625.0;1003.0;308.0;196.0;112.0;337.0
491;2001 augustus;9127.0;7437.0;5095.0;2342.0;1843.0;153.0;9127.0;7845.0;968.0;314.0;204.0;110.0;343.0
492;2001 september;9070.0;7500.0;4969.0;2531.0;1756.0;186.0;9070.0;7756.0;1014.0;300.0;189.0;111.0;342.0
493;2001 3e kwartaal;27133.0;22392.0;15041.0;7351.0;5226.0;485.0;27133.0;23226.0;2985.0;922.0;589.0;333.0;1022.0
494;2001 oktober;9773.0;8005.0;5228.0;2777.0;1957.0;189.0;9773.0;8296.0;1136.0;341.0;222.0;119.0;368.0
495;2001 november;9670.0;8107.0;5385.0;2722.0;1819.0;256.0;9670.0;8228.0;1104.0;338.0;221.0;117.0;364.0
496;2001 december;9929.0;8525.0;5640.0;2885.0;1925.0;521.0;9929.0;8452.0;1137.0;340.0;220.0;120.0;373.0
497;2001 4e kwartaal;29372.0;24637.0;16253.0;8384.0;5701.0;966.0;29372.0;24976.0;3377.0;1019.0;663.0;356.0;1105.0
498;2001;111523.0;94240.0;62374.0;31866.0;21493.0;4210.0;111523.0;95344.0;12353.0;3826.0;2463.0;1363.0;4200.0
499;2002 januari;10095.0;9064.0;6090.0;2974.0;1691.0;660.0;10095.0;8590.0;1144.0;361.0;238.0;123.0;380.0
500;2002 februari;9025.0;7744.0;5009.0;2735.0;1746.0;465.0;9025.0;7640.0;1083.0;302.0;191.0;111.0;340.0
501;2002 maart;9659.0;8277.0;5486.0;2791.0;1716.0;334.0;9659.0;8244.0;1075.0;340.0;222.0;118.0;363.0
502;2002 1e kwartaal;28779.0;25085.0;16585.0;8500.0;5153.0;1459.0;28779.0;24474.0;3302.0;1003.0;651.0;352.0;1083.0
503;2002 april;8954.0;7768.0;5478.0;2290.0;1388.0;202.0;8954.0;7742.0;882.0;330.0;220.0;110.0;336.0
504;2002 mei;9022.0;7530.0;5091.0;2439.0;1782.0;290.0;9022.0;7807.0;893.0;322.0;213.0;109.0;339.0
505;2002 juni;8855.0;7369.0;5086.0;2283.0;1761.0;275.0;8855.0;7656.0;898.0;301.0;198.0;103.0;334.0
506;2002 2e kwartaal;26831.0;22667.0;15655.0;7012.0;4931.0;767.0;26831.0;23205.0;2673.0;953.0;631.0;322.0;1009.0
507;2002 juli;9034.0;7538.0;5128.0;2410.0;1698.0;202.0;9034.0;7737.0;974.0;323.0;206.0;117.0;339.0
508;2002 augustus;9196.0;7684.0;5384.0;2300.0;1941.0;429.0;9196.0;7939.0;941.0;316.0;204.0;112.0;346.0
509;2002 september;9038.0;7599.0;5287.0;2312.0;1834.0;395.0;9038.0;7794.0;945.0;299.0;193.0;106.0;341.0
510;2002 3e kwartaal;27268.0;22821.0;15799.0;7022.0;5473.0;1026.0;27268.0;23470.0;2860.0;938.0;603.0;335.0;1026.0
511;2002 oktober;9650.0;8374.0;5745.0;2629.0;1683.0;407.0;9650.0;8286.0;1034.0;330.0;216.0;114.0;363.0
512;2002 november;9715.0;8347.0;5694.0;2653.0;1806.0;438.0;9715.0;8304.0;1074.0;337.0;222.0;115.0;366.0
513;2002 december;10052.0;8620.0;5940.0;2680.0;1824.0;392.0;10052.0;8602.0;1103.0;347.0;228.0;119.0;380.0
514;2002 4e kwartaal;29417.0;25341.0;17379.0;7962.0;5313.0;1237.0;29417.0;25192.0;3211.0;1014.0;666.0;348.0;1109.0
515;2002;112295.0;95914.0;65418.0;30496.0;20870.0;4489.0;112295.0;96341.0;12046.0;3908.0;2551.0;1357.0;4227.0
516;2003 januari;10436.0;9033.0;6134.0;2899.0;1901.0;498.0;10436.0;8847.0;1239.0;350.0;236.0;114.0;393.0
517;2003 februari;9314.0;8269.0;5665.0;2604.0;1395.0;350.0;9314.0;7928.0;1067.0;319.0;214.0;105.0;351.0
518;2003 maart;9717.0;8392.0;5719.0;2673.0;1639.0;314.0;9717.0;8256.0;1142.0;319.0;210.0;109.0;366.0
519;2003 1e kwartaal;29467.0;25694.0;17518.0;8176.0;4935.0;1162.0;29467.0;25031.0;3448.0;988.0;660.0;328.0;1110.0
520;2003 april;8997.0;7642.0;5245.0;2397.0;1643.0;288.0;8997.0;7734.0;954.0;309.0;206.0;103.0;339.0
521;2003 mei;9062.0;7565.0;5204.0;2361.0;1751.0;254.0;9062.0;7813.0;936.0;313.0;209.0;104.0;341.0
522;2003 juni;8885.0;7317.0;5018.0;2299.0;1797.0;229.0;8885.0;7631.0;938.0;316.0;210.0;106.0;334.0
523;2003 2e kwartaal;26944.0;22524.0;15467.0;7057.0;5191.0;771.0;26944.0;23178.0;2828.0;938.0;625.0;313.0;1014.0
524;2003 juli;9058.0;7991.0;5698.0;2293.0;1373.0;306.0;9058.0;7744.0;985.0;329.0;219.0;110.0;340.0
525;2003 augustus;9095.0;7707.0;5494.0;2213.0;1558.0;170.0;9095.0;7811.0;947.0;337.0;229.0;108.0;342.0
526;2003 september;9149.0;7824.0;5548.0;2276.0;1555.0;230.0;9149.0;7836.0;992.0;321.0;214.0;107.0;344.0
527;2003 3e kwartaal;27302.0;23522.0;16740.0;6782.0;4486.0;706.0;27302.0;23391.0;2924.0;987.0;662.0;325.0;1026.0
528;2003 oktober;9857.0;8236.0;5595.0;2641.0;2061.0;440.0;9857.0;8540.0;1005.0;312.0;199.0;113.0;372.0
529;2003 november;9848.0;8143.0;5481.0;2662.0;2010.0;305.0;9848.0;8506.0;1020.0;322.0;210.0;112.0;372.0
530;2003 december;10269.0;8576.0;5738.0;2838.0;2119.0;426.0;10269.0;8904.0;1036.0;329.0;213.0;116.0;388.0
531;2003 4e kwartaal;29974.0;24955.0;16814.0;8141.0;6190.0;1171.0;29974.0;25950.0;3061.0;963.0;622.0;341.0;1132.0
532;2003;113687.0;96695.0;66539.0;30156.0;20802.0;3810.0;113687.0;97550.0;12261.0;3876.0;2569.0;1307.0;4282.0
533;2004 januari;10341.0;8768.0;5894.0;2874.0;1985.0;412.0;10341.0;8971.0;1038.0;332.0;222.0;110.0;390.0
534;2004 februari;9690.0;8329.0;5689.0;2640.0;1963.0;602.0;9690.0;8401.0;956.0;333.0;235.0;98.0;365.0
535;2004 maart;10125.0;8721.0;6072.0;2649.0;2017.0;613.0;10125.0;8765.0;1033.0;327.0;224.0;103.0;382.0
536;2004 1e kwartaal;30156.0;25818.0;17655.0;8163.0;5965.0;1627.0;30156.0;26137.0;3027.0;992.0;681.0;311.0;1137.0
537;2004 april;9349.0;7856.0;5410.0;2446.0;1975.0;482.0;9349.0;8073.0;957.0;319.0;217.0;102.0;352.0
538;2004 mei;9224.0;7876.0;5583.0;2293.0;1589.0;241.0;9224.0;8033.0;877.0;314.0;212.0;102.0;347.0
539;2004 juni;9224.0;7822.0;5513.0;2309.0;1679.0;277.0;9224.0;7960.0;934.0;330.0;230.0;100.0;347.0
540;2004 2e kwartaal;27797.0;23554.0;16506.0;7048.0;5243.0;1000.0;27797.0;24066.0;2768.0;963.0;659.0;304.0;1046.0
541;2004 juli;9454.0;8314.0;6004.0;2310.0;1392.0;252.0;9454.0;8159.0;942.0;353.0;249.0;104.0;355.0
542;2004 augustus;9347.0;8219.0;5954.0;2265.0;1511.0;383.0;9347.0;8058.0;937.0;352.0;253.0;99.0;351.0
543;2004 september;9430.0;8487.0;6169.0;2318.0;1449.0;506.0;9430.0;8160.0;929.0;341.0;239.0;102.0;355.0
544;2004 3e kwartaal;28231.0;25020.0;18127.0;6893.0;4352.0;1141.0;28231.0;24377.0;2808.0;1046.0;741.0;305.0;1061.0
545;2004 oktober;9933.0;8532.0;5832.0;2700.0;1767.0;366.0;9933.0;8609.0;998.0;326.0;218.0;108.0;375.0
546;2004 november;10148.0;8722.0;6018.0;2704.0;1899.0;473.0;10148.0;8759.0;1041.0;348.0;237.0;111.0;382.0
547;2004 december;10677.0;9079.0;6260.0;2819.0;2179.0;581.0;10677.0;9253.0;1084.0;340.0;227.0;113.0;403.0
548;2004 4e kwartaal;30758.0;26333.0;18110.0;8223.0;5845.0;1420.0;30758.0;26621.0;3123.0;1014.0;682.0;332.0;1160.0
549;2004;116942.0;100725.0;70398.0;30327.0;21405.0;5188.0;116942.0;101201.0;11726.0;4015.0;2763.0;1252.0;4404.0
550;2005 januari;10735.0;9206.0;6096.0;3110.0;2217.0;688.0;10735.0;9146.0;1240.0;349.0;232.0;117.0;405.0
551;2005 februari;9760.0;8503.0;5792.0;2711.0;2049.0;792.0;9760.0;8295.0;1139.0;326.0;218.0;108.0;368.0
552;2005 maart;10567.0;8985.0;5948.0;3037.0;2343.0;761.0;10567.0;9008.0;1238.0;321.0;211.0;110.0;400.0
553;2005 1e kwartaal;31062.0;26694.0;17836.0;8858.0;6609.0;2241.0;31062.0;26449.0;3617.0;996.0;661.0;335.0;1173.0
554;2005 april;9333.0;7750.0;5412.0;2338.0;2175.0;592.0;9333.0;8067.0;946.0;320.0;218.0;102.0;352.0
555;2005 mei;9409.0;8053.0;5751.0;2302.0;1607.0;251.0;9409.0;8146.0;927.0;336.0;234.0;102.0;354.0
556;2005 juni;9502.0;7962.0;5706.0;2256.0;1702.0;162.0;9502.0;8246.0;928.0;328.0;224.0;104.0;358.0
557;2005 2e kwartaal;28244.0;23765.0;16869.0;6896.0;5484.0;1005.0;28244.0;24459.0;2801.0;984.0;676.0;308.0;1064.0
558;2005 juli;9348.0;7767.0;5445.0;2322.0;1764.0;183.0;9348.0;8092.0;956.0;300.0;192.0;108.0;353.0
559;2005 augustus;9319.0;7717.0;5385.0;2332.0;1766.0;164.0;9319.0;8050.0;951.0;318.0;213.0;105.0;351.0
560;2005 september;9594.0;8202.0;5800.0;2402.0;1615.0;223.0;9594.0;8289.0;979.0;326.0;221.0;105.0;361.0
561;2005 3e kwartaal;28261.0;23686.0;16630.0;7056.0;5145.0;570.0;28261.0;24431.0;2886.0;944.0;626.0;318.0;1065.0
562;2005 oktober;10160.0;8444.0;5702.0;2742.0;1953.0;237.0;10160.0;8698.0;1143.0;319.0;207.0;112.0;384.0
563;2005 november;10182.0;8658.0;5859.0;2799.0;2091.0;567.0;10182.0;8677.0;1168.0;337.0;223.0;114.0;384.0
564;2005 december;10810.0;9177.0;6312.0;2865.0;2411.0;778.0;10810.0;9275.0;1175.0;360.0;236.0;124.0;408.0
565;2005 4e kwartaal;31152.0;26279.0;17873.0;8406.0;6455.0;1582.0;31152.0;26650.0;3486.0;1016.0;666.0;350.0;1176.0
566;2005;118719.0;100424.0;69208.0;31216.0;23693.0;5398.0;118719.0;101989.0;12790.0;3940.0;2629.0;1311.0;4478.0
567;2006 januari;11105.0;9443.0;6409.0;3034.0;2550.0;888.0;11105.0;9485.0;1289.0;331.0;225.0;106.0;420.0
568;2006 februari;9874.0;8641.0;5881.0;2760.0;2351.0;1118.0;9874.0;8413.0;1122.0;339.0;230.0;109.0;372.0
569;2006 maart;10958.0;9447.0;6170.0;3277.0;2786.0;1275.0;10958.0;9054.0;1497.0;407.0;262.0;145.0;412.0
570;2006 1e kwartaal;31937.0;27531.0;18460.0;9071.0;7687.0;3282.0;31937.0;26952.0;3908.0;1077.0;717.0;360.0;1204.0
571;2006 april;9311.0;7205.0;4946.0;2259.0;2525.0;419.0;9311.0;8028.0;1003.0;280.0;179.0;101.0;352.0
572;2006 mei;9610.0;7460.0;5130.0;2330.0;2474.0;324.0;9610.0;8326.0;988.0;296.0;191.0;105.0;363.0
573;2006 juni;9398.0;7263.0;5022.0;2241.0;2332.0;197.0;9398.0;8119.0;995.0;284.0;181.0;103.0;355.0
574;2006 2e kwartaal;28319.0;21928.0;15098.0;6830.0;7331.0;940.0;28319.0;24473.0;2986.0;860.0;551.0;309.0;1070.0
575;2006 juli;9784.0;7978.0;5644.0;2334.0;1978.0;172.0;9784.0;8524.0;933.0;327.0;216.0;111.0;369.0
576;2006 augustus;9425.0;7856.0;5528.0;2328.0;1789.0;220.0;9425.0;8145.0;938.0;342.0;235.0;107.0;354.0
577;2006 september;9557.0;7751.0;5431.0;2320.0;1904.0;98.0;9557.0;8221.0;1011.0;325.0;217.0;108.0;360.0
578;2006 3e kwartaal;28766.0;23585.0;16603.0;6982.0;5671.0;490.0;28766.0;24890.0;2882.0;994.0;668.0;326.0;1083.0
579;2006 oktober;10166.0;8291.0;5466.0;2825.0;1997.0;122.0;10166.0;8599.0;1217.0;350.0;233.0;117.0;383.0
580;2006 november;10337.0;8433.0;5484.0;2949.0;2207.0;303.0;10337.0;8773.0;1235.0;329.0;211.0;118.0;390.0
581;2006 december;10770.0;9067.0;6025.0;3042.0;2453.0;750.0;10770.0;9090.0;1336.0;344.0;223.0;121.0;407.0
582;2006 4e kwartaal;31273.0;25791.0;16975.0;8816.0;6657.0;1175.0;31273.0;26462.0;3788.0;1023.0;667.0;356.0;1180.0
583;2006;120294.0;98835.0;67136.0;31699.0;27346.0;5887.0;120294.0;102777.0;13564.0;3953.0;2603.0;1350.0;4537.0
584;2007 januari;11265.0;10062.0;6517.0;3545.0;1948.0;745.0;11265.0;9429.0;1477.0;359.0;230.0;129.0;425.0
585;2007 februari;10183.0;9092.0;6003.0;3089.0;1384.0;293.0;10183.0;8471.0;1361.0;351.0;233.0;118.0;383.0
586;2007 maart;10941.0;9486.0;6219.0;3267.0;1989.0;534.0;10941.0;9160.0;1431.0;350.0;229.0;121.0;413.0
587;2007 1e kwartaal;32389.0;28640.0;18739.0;9901.0;5321.0;1572.0;32389.0;27060.0;4269.0;1060.0;692.0;368.0;1221.0
588;2007 april;9628.0;7806.0;5213.0;2593.0;2140.0;318.0;9628.0;8099.0;1216.0;313.0;205.0;108.0;363.0
589;2007 mei;9709.0;7681.0;5030.0;2651.0;2100.0;72.0;9709.0;8302.0;1104.0;303.0;194.0;109.0;367.0
590;2007 juni;9637.0;7659.0;5152.0;2507.0;2045.0;67.0;9637.0;8306.0;1025.0;306.0;197.0;109.0;364.0
591;2007 2e kwartaal;28974.0;23146.0;15395.0;7751.0;6285.0;457.0;28974.0;24707.0;3345.0;922.0;596.0;326.0;1094.0
592;2007 juli;9579.0;7752.0;5258.0;2494.0;2083.0;256.0;9579.0;8219.0;1051.0;309.0;198.0;111.0;361.0
593;2007 augustus;9741.0;7801.0;5347.0;2454.0;2022.0;82.0;9741.0;8377.0;1025.0;339.0;224.0;115.0;367.0
594;2007 september;9754.0;8141.0;5571.0;2570.0;1950.0;337.0;9754.0;8385.0;1036.0;333.0;219.0;114.0;367.0
595;2007 3e kwartaal;29074.0;23694.0;16176.0;7518.0;6055.0;675.0;29074.0;24981.0;3112.0;981.0;641.0;340.0;1095.0
596;2007 oktober;10508.0;9682.0;6705.0;2977.0;1422.0;596.0;10508.0;8823.0;1300.0;385.0;260.0;125.0;395.0
597;2007 november;10749.0;10042.0;6836.0;3206.0;1859.0;1152.0;10749.0;9217.0;1143.0;389.0;262.0;127.0;404.0
598;2007 december;11079.0;9960.0;6578.0;3382.0;2147.0;1028.0;11079.0;9430.0;1266.0;383.0;251.0;132.0;417.0
599;2007 4e kwartaal;32336.0;29684.0;20119.0;9565.0;5428.0;2776.0;32336.0;27470.0;3709.0;1157.0;773.0;384.0;1216.0
600;2007;122773.0;105164.0;70429.0;34735.0;23089.0;5480.0;122773.0;104218.0;14435.0;4120.0;2702.0;1418.0;4626.0
601;2008 januari;11608.0;10346.0;6206.0;4140.0;2273.0;1011.0;11608.0;9478.0;1759.0;371.0;234.0;137.0;438.0
602;2008 februari;10668.0;9610.0;5943.0;3667.0;1881.0;823.0;10668.0;8669.0;1651.0;348.0;216.0;132.0;403.0
603;2008 maart;10910.0;10001.0;6059.0;3942.0;2454.0;1545.0;10910.0;8797.0;1754.0;359.0;225.0;134.0;411.0
604;2008 1e kwartaal;33186.0;29957.0;18208.0;11749.0;6608.0;3379.0;33186.0;26944.0;5164.0;1078.0;675.0;403.0;1252.0
605;2008 april;9704.0;8834.0;5593.0;3241.0;2081.0;1211.0;9704.0;7940.0;1427.0;337.0;209.0;128.0;365.0
606;2008 mei;9799.0;8016.0;5201.0;2815.0;2376.0;593.0;9799.0;8281.0;1223.0;295.0;177.0;118.0;371.0
607;2008 juni;9679.0;7762.0;5020.0;2742.0;2265.0;348.0;9679.0;8184.0;1183.0;312.0;198.0;114.0;365.0
608;2008 2e kwartaal;29182.0;24612.0;15814.0;8798.0;6722.0;2152.0;29182.0;24405.0;3833.0;944.0;584.0;360.0;1101.0
609;2008 juli;9648.0;7858.0;5072.0;2786.0;2131.0;341.0;9648.0;8107.0;1219.0;322.0;205.0;117.0;364.0
610;2008 augustus;9712.0;7719.0;4888.0;2831.0;2333.0;340.0;9712.0;8253.0;1139.0;320.0;202.0;118.0;366.0
611;2008 september;9786.0;8494.0;5416.0;3078.0;1881.0;589.0;9786.0;8245.0;1238.0;303.0;173.0;130.0;370.0
612;2008 3e kwartaal;29146.0;24071.0;15376.0;8695.0;6345.0;1270.0;29146.0;24605.0;3596.0;945.0;580.0;365.0;1100.0
613;2008 oktober;10714.0;10246.0;6427.0;3819.0;1563.0;1095.0;10714.0;8811.0;1514.0;389.0;243.0;146.0;403.0
614;2008 november;10738.0;9788.0;5948.0;3840.0;1738.0;788.0;10738.0;8805.0;1560.0;373.0;228.0;145.0;404.0
615;2008 december;11085.0;9527.0;5797.0;3730.0;1990.0;432.0;11085.0;9175.0;1532.0;378.0;228.0;150.0;418.0
616;2008 4e kwartaal;32537.0;29561.0;18172.0;11389.0;5291.0;2315.0;32537.0;26791.0;4606.0;1140.0;699.0;441.0;1225.0
617;2008;124051.0;108201.0;67570.0;40631.0;24966.0;9116.0;124051.0;102745.0;17199.0;4107.0;2538.0;1569.0;4678.0
618;2009 januari;11157.0;10317.0;6350.0;3967.0;1630.0;790.0;11157.0;9280.0;1488.0;389.0;250.0;139.0;420.0
619;2009 februari;10036.0;9186.0;5625.0;3561.0;1398.0;548.0;10036.0;8322.0;1359.0;355.0;220.0;135.0;378.0
620;2009 maart;10417.0;9768.0;5951.0;3817.0;1290.0;641.0;10417.0;8610.0;1449.0;358.0;225.0;133.0;392.0
621;2009 1e kwartaal;31610.0;29271.0;17926.0;11345.0;4318.0;1979.0;31610.0;26212.0;4296.0;1102.0;695.0;407.0;1190.0
622;2009 april;9111.0;8188.0;4944.0;3244.0;1460.0;537.0;9111.0;7538.0;1254.0;319.0;198.0;121.0;347.0
623;2009 mei;9335.0;8346.0;4979.0;3367.0;1447.0;458.0;9335.0;7735.0;1262.0;338.0;216.0;122.0;351.0
624;2009 juni;9286.0;8406.0;5195.0;3211.0;1642.0;762.0;9286.0;7738.0;1248.0;300.0;183.0;117.0;343.0
625;2009 2e kwartaal;27732.0;24940.0;15118.0;9822.0;4549.0;1757.0;27732.0;23011.0;3764.0;957.0;597.0;360.0;1041.0
626;2009 juli;9167.0;9179.0;6241.0;2938.0;1046.0;1058.0;9167.0;7803.0;1006.0;358.0;233.0;125.0;342.0
627;2009 augustus;9004.0;8675.0;5923.0;2752.0;1338.0;1009.0;9004.0;7723.0;931.0;350.0;226.0;124.0;340.0
628;2009 september;9143.0;9095.0;6167.0;2928.0;1080.0;1032.0;9143.0;7785.0;1025.0;333.0;214.0;119.0;343.0
629;2009 3e kwartaal;27314.0;26949.0;18331.0;8618.0;3464.0;3099.0;27314.0;23311.0;2962.0;1041.0;673.0;368.0;1025.0
630;2009 oktober;10362.0;10607.0;6796.0;3811.0;995.0;1240.0;10362.0;8534.0;1428.0;400.0;260.0;140.0;374.0
631;2009 november;10543.0;10641.0;6681.0;3960.0;1074.0;1172.0;10543.0;8782.0;1386.0;375.0;235.0;140.0;381.0
632;2009 december;10830.0;11095.0;7220.0;3875.0;1052.0;1317.0;10830.0;9181.0;1274.0;375.0;229.0;146.0;394.0
633;2009 4e kwartaal;31735.0;32343.0;20697.0;11646.0;3121.0;3729.0;31735.0;26497.0;4088.0;1150.0;724.0;426.0;1149.0
634;2009;118391.0;113503.0;72072.0;41431.0;15452.0;10564.0;118391.0;99031.0;15110.0;4250.0;2689.0;1561.0;4405.0
635;2010 januari;11045.0;11604.0;7522.0;4082.0;868.0;1427.0;11045.0;9378.0;1301.0;366.0;237.0;129.0;416.0
