ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Naam_58;Code_59;Code_60;Naam_61;Code_62;Naam_63;Code_64;Omschrijving_65;Code_66;Omschrijving_67;InwonertalVoorlopig_68;Omgevingsadressendichtheid_69
185;239;239;Gorssel                    ;GSL;241;6;Zutphen         ;32;Midden-IJssel                 ;13;Deventer                           ;14;Achterhoek                         ;28;Overige gemeenten westelijke Achterhoek ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;DGD Gewest Midden IJssel                ;19;Zutphen            ;26;Zutphen         ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;20;Deventer              ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;5;IJssel/Veluwe                      ;10;Achterhoek                              ;17;Achterhoek                              ;2;Oost-Nederland    ;11;Stedendriehoek                         ;11;Achterhoek                              ;12;Achterhoek                              ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;13320;226
186;513;513;Gouda                      ;GDA;242;9;'s-Gravenhage   ;16;Midden-Holland                ;33;Gouda                              ;28;Oost-Zuid-Holland                  ;74;Gouda en omstreken                      ;3;'s-Gravenhage   ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden Holland                      ;34;Gouda              ;46;Gouda           ;15;Leiden          ;3;West-Nederland ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied ;51;Gouda                 ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;33;Oost-Zuid-Holland                       ;7;West-Nederland 3  ;27;Zuid-Holland-Oost                      ;21;Rijstreek/Midden-Holland/Alblasserwaard ;29;Rijnstreek/Midden-Holland/Alblasserwaard;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;5;50 000 - < 100 000 inwoners ;2;Sterk stedelijk     ;71014;2197
187;693;693;Graafstroom                ;GFM;245;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;32;Dordrecht                          ;30;Zuidoost-Zuid-Holland              ;77;Overige gemeenten Alblasserwaard        ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;37;Dordrecht          ;48;Dordrecht       ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;53;Dordrecht/Zwijndrecht ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;39;Zuidoost-Zuid-Holland (excl. Dordrecht) ;7;West-Nederland 3  ;30;Zuid-Holland-Zuid                      ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;9546;135
188;365;365;Graft-De Rijp              ;GRP;246;14;Alkmaar         ;22;Noord-Kennemerland            ;25;Alkmaar                            ;23;Groot-Amsterdam                    ;56;Noordhollands Middengewest              ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;29;GGD Noord-Kennemerland                  ;46;Alkmaar            ;36;Hoorn           ;11;Den Helder      ;3;West-Nederland ;2706;Waterland en Noordhollandse Droogmakerij;8;Waterland en Droogmakerijen   ;38;Alkmaar               ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;17;Overig Nederland                        ;27;Groot-Amsterdam (exclusief Amsterdam)   ;7;West-Nederland 3  ;24;Noord-Kennemerland                     ;18;Kop Noord-Holland/West-Friesland        ;25;Noord-Kennemerlanden                    ;- ;Niet van toepassing  ;nvt ;232;Overig Groot-Amsterdam        ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6112;353
189;157;157;Gramsbergen                ;GBN;247;7;Zwolle          ;41;IJssel-Vecht                  ;12;Almelo                             ;10;Noord-Overijssel                   ;21;Noordoost-Overijssel                    ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;18;Ommen           ;4;Zwolle          ;2;Oost-Nederland ;2302;Noordoost Overijssel                    ;4;Oostelijk Veehouderijgebied   ;19;Hardenberg/Gramsbergen;4;Assen-Hoogeveen-Emmen           ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;13;Noord-Overijssel                        ;2;Oost-Nederland    ;10;IJssel-Vecht                           ;8;IJsselvallei                            ;9;IJsselvallei                            ;- ;Niet van toepassing  ;12.2;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6291;168
190;786;786;Grave                      ;GVE;249;1;'s-Hertogenbosch;72;Noord-Oost Noord-Brabant      ;15;Nijmegen                           ;35;Noordoost-Noord-Brabant            ;119;Land van Cuijk                          ;1;'s-Hertogenbosch;7;Nijmegen          ;24;'s-Hertogenbosch ;55;GGD Brabant-Noordoost                   ;4;Boxmeer            ;58;Grave           ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk veehouderijgebied   ;30;Nijmegen              ;11;Oostelijk Maas-Waalgebied       ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;14;Oost-Brabant, Noord- en Midden-Limburg  ;49;Noordoost-Noord-Brabant                 ;3;Zuid-Nederland    ;36;Noordoost-Brabant                      ;27;'s-Hertogenbosch + Noord-Oost Brabant   ;40;Noord-Oost-Brabant                      ;- ;Niet van toepassing  ;15.1;352;Overig Noordoost-Noord-Brabant;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;12146;509
191;390;390;'s-Graveland               ;GLD;250;13;Amsterdam       ;4;Gooi en Vechtstreek           ;23;Hilversum                          ;24;Het Gooi en Vechtstreek            ;65;Vechtstreek in Noord-Holland            ;4;Amsterdam       ;10;Het Gooi/Flevoland;11;Het Gooi         ;36;GGD Gooi en Vechtstreek                 ;45;Hilversum          ;42;Hilversum       ;10;Haarlem         ;3;West-Nederland ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;15;Zuid-Noord-Holland              ;14;Gooi en Vechtstreek      ;27;Noord-Holland             ;8;Midden-Nederland                   ;6;Hollands-Utrechtse meren                ;29;Het Gooi en Vechtstreek                 ;7;West-Nederland 3  ;20;Gooi en Vechtstreek                    ;16;Zaanstreek/Waterland/Amstelland/Meerland;18;Het Gooi                                ;21;Hilversum            ;nvt ;-  ;nvt                           ;12;Hilversum                 ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;9416;538
192;517;517;'s-Gravendeel              ;GDL;251;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;32;Dordrecht                          ;30;Zuidoost-Zuid-Holland              ;90;Hoeksche Waard                          ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden             ;38;Oud-Beijerland     ;49;Ridderkerk      ;14;Dordrecht       ;3;West-Nederland ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk  akkerbouwgebied;53;Dordrecht/Zwijndrecht ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;4;Deltagebied                             ;39;Zuidoost-Zuid-Holland (excl. Dordrecht) ;7;West-Nederland 3  ;30;Zuid-Holland-Zuid                      ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;13;Dordrecht/Zwijndrecht;nvt ;-  ;nvt                           ;16;Dordrecht                 ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8638;772
193;518;518;'s-Gravenhage              ;GHE;252;9;'s-Gravenhage   ;46;Haagland                      ;29;'s-Gravenhage                      ;26;Agglomeratie 's-Gravenhage         ;79;'s-Gravenhage                           ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;16;'s-Gravenhage    ;39;GG en GD 's-Gravenhage                  ;28;'s-Gravenhage      ;44;'s-Gravenhage   ;12;'s-Gravenhage   ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;49;'s-Gravenhage         ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;12;Haaglanden                         ;16;Zie Gscjxx                              ;31;Agglomeratie 's-Gravenhage              ;7;West-Nederland 3  ;28;Haaglanden                             ;20;'s-Gravenhage/Westland                  ;27;'s-Gravenhage                           ;03;'s-Gravenhage        ;nvt ;-  ;nvt                           ;14;Den Haag                  ;8;250 000 inwoners of meer    ;1;Zeer sterk stedelijk;442666;4665
194;787;787;'s Gravenmoer              ;GMR;253;2;Breda           ;1;Midden-Brabant                ;43;Breda                              ;33;West-Noord-Brabant                 ;106;Langstraat                              ;1;'s-Hertogenbosch;21;Tilburg           ;23;Tilburg          ;53;GGD Midden Brabant                      ;5;Breda              ;64;Zevenbergen     ;17;Tilburg         ;4;Zuid-Nederland ;3002;Westelijke Langstraat                   ;13;Zuidelijk veehouderijgebied   ;66;Breda                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;46;West-Noord-Brabant (exclusief Moerdijk) ;3;Zuid-Nederland    ;35;Midden-Brabant                         ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;1;minder dan 5 000 inwoners   ;5;Niet stedelijk      ;2181;222
195;519;519;'s-Gravenzande             ;GZE;254;9;'s-Gravenhage   ;46;Haagland                      ;29;'s-Gravenhage                      ;27;Delft en Westland                  ;81;Westland                                ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delftland                           ;29;Delft              ;47;Delft           ;14;Dordrecht       ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;49;'s-Gravenhage         ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;12;Haaglanden                         ;2;Noordzeebadplaatsen                     ;32;Delft en Westland                       ;7;West-Nederland 3  ;28;Haaglanden                             ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;3;Matig stedelijk     ;18887;1169
196;240;240;Groenlo                    ;GLO;256;6;Zutphen         ;43;Oost-Gelderland               ;16;Winterswijk-Zutphen                ;14;Achterhoek                         ;30;Overige gemeenten oostelijke Achterhoek ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek                    ;21;Groenlo            ;27;Winterswijk     ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;24;Winterswijk           ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;10;Achterhoek                              ;17;Achterhoek                              ;2;Oost-Nederland    ;13;Oost-Gelderland                        ;11;Achterhoek                              ;12;Achterhoek                              ;- ;Niet van toepassing  ;16.2;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;4;Weinig stedelijk    ;8995;733
197;241;241;Groesbeek                  ;GBK;257;5;Arnhem          ;48;Nijmegen e.o                  ;15;Nijmegen                           ;15;Arnhem/Nijmegen                    ;40;Gebied om Nijmegen                      ;2;Arnhem          ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                      ;17;Nijmegen           ;31;Wijchen         ;6;Nijmegen        ;2;Oost-Nederland ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied   ;30;Nijmegen              ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem-Oost Gld./Nijm. Rivierenland;14;Oost-Brabant, Noord- en Midden-Limburg  ;18;Agglomeraties Arnhem en Nijmegen        ;2;Oost-Nederland    ;14;Arnhem/Nijmegen                        ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ;11;Nijmegen             ;15.1;-  ;nvt                           ;06;Nijmegen                  ;3;10 000 - < 20 000 inwoners  ;4;Weinig stedelijk    ;18865;533
198;14;14;Groningen                  ;GNN;258;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;7;Stad Groningen                          ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;2;GGD Groningen, Stad en Ommelanden       ;57;Groningen          ;1;Groningen       ;1;Groningen       ;1;Noord-Nederland;2002;Centraal weidegebied in Groningen       ;3;Noordelijk Weidegebied        ;1;Groningen             ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;5;Groningen (gemeente)                    ;1;Noord-Nederland   ;3;Centraal en westelijk Groningen        ;2;Stad Groningen                          ;2;Stad Groningen                          ;12;Groningen            ;1.1 ;-  ;nvt                           ;01;Groningen                 ;7;150 000 - < 250 000 inwoners;1;Zeer sterk stedelijk;170054;2961
199;15;15;Grootegast                 ;GGT;262;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;5;Groninger zuidelijk Westerkwartier      ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;2;GGD Groningen, Stad en Ommelanden       ;57;Groningen          ;2;Bedum           ;1;Groningen       ;1;Noord-Nederland;2005;Groninger zuidelijk Westerkwartier      ;3;Noordelijk Weidegebied        ;1;Groningen             ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;4;Overig Groningen (exclusief gem. Gron.) ;1;Noord-Nederland   ;3;Centraal en westelijk Groningen        ;1;Ommelanden                              ;1;Ommelanden                              ;- ;Niet van toepassing  ;1.1 ;-  ;nvt                           ;- ;Niet van toepassing       ;3;10 000 - < 20 000 inwoners  ;5;Niet stedelijk      ;11476;162
200;912;912;Grubbenvorst               ;GVT;263;4;Roermond        ;42;Noord-Limburg                 ;48;Venlo                              ;37;Noord-Limburg                      ;120;Noord-Limburg                           ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;59;GGD Noord-Limburg                       ;13;Venlo              ;73;Horst           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;76;Venlo                 ;23;Noord-Limburg                   ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;51;Noord-Limburg                           ;3;Zuid-Nederland    ;38;Noord-Limburg                          ;29;Noord-Limburg                           ;41;Noord-Limburg                           ;- ;Niet van toepassing  ;nvt ;-  ;nvt                           ;- ;Niet van toepassing       ;2;5 000 - < 10 000 inwoners   ;5;Niet stedelijk      ;6762;342
