ID;BedrijfstakkenBranchesSBI2008;PersoneelDatWerktMetInternet_1;OnlineVergaderen_2;Bedrijfsemails_3;Bedrijfsdocumenten_4;BedrijfsapplicatiesOfSoftware_5;Telewerkers_6;TelewerkKomtVoor_7;ICTPersAangenomenWillenAannemen_8;ICTVacaturesLastigTeVullen_9;TekortAanSollicitanten_10;SollicitantenMissenJuisteICTKennis_11;SollicitantenMissenWerkervaring_12;SollicitantenEisenTeHoogSalaris_13;EigenPersoneel_14;ExterneLeverancier_15;EigenPersoneelEnExterneLeverancier_16;ICTSpecialistenInLoondienst_17;ICTCursusAanICTSpecialisten_18;ICTCursusAanOverigPersoneel_19;InternetVast_20;MinderDan30MbitS_21;k_30Tot100MbitS_22;k_100Tot500MbitS_23;k_500MbitSTot1GbitS_24;TenMinste1GbitS_25;SnelheidVasteVerbindingVoldoende_26;MobielInternetVerstrekt_27;PersoneelDatWerktMetMobielInternet_28;BedrijvenMetWebsite_29;MobieleAppVoorKlanten_30;WebsiteAppHeeftPlatformfunctie_31;OnlineAdvertenties_32;Zoektermen_33;ProfielVolgen_34;GeografischeLocatie_35;Anders_36;ClouddienstenGebruikt_37;EMail_38;OfficeSoftware_39;OpslagDatabases_40;BestandenOpslaan_41;BoekhoudingSoftware_42;ERPSoftware_43;KlantbeheerSoftware_44;Veiligheidssoftware_45;Rekenkracht_46;Rekenplatform_47;BestandenOfDatabasesOpslag_48;AIGebruikt_49;TextMining_50;Spraakherkenning_51;NaturalLanguageGeneration_52;AfbeeldingHerkenning_53;MachineLearning_54;RobotOndersteundeProcesautomatisering_55;ServiceRobotsOfAutonomeVoertuigen_56;VoorMarketingOfVerkoop_57;ProductieOfServiceprocessen_58;AdministratieveProcessenBestuurtaken_59;Logistiek_60;ICTBeveiliging_61;BoekhoudingControleFinancieelBeheer_62;OnderzoekOntwikkelingOfInnovatie_63;EigenWerknemersOntwikkeld_64;CommercieelZelfAangepast_65;OpenSourceZelfAangepast_66;CommercieelGebruikt_67;ExternOntwikkeld_68;VerwerkIndividuenGegevensMetAI_69;ControleerMogelijkeAIVertekening_70;HeeftAIOverwogen_71;KostenZijnTeHoog_72;GebrekAanRelevanteErvaringInBedrijf_73;IncompatibiliteitBestaandeICTSysteem_74;MoeilijkhedenBeschikbaarheidGegevens_75;BezorgdheidSchendingGegevensbescherm_76;OnduidelijkheidOverJuridischeGevolgen_77;EthischeOverwegingen_78;NietNuttigVoorOnderneming_79;GebruiktEenOfMeerAITechnologieen_80;GebruiktTweeOfMeerAITechnologieen_81;GebruiktDrieOfMeerAITechnologieen_82;GebruiktVierOfMeerAITechnologieen_83;AntiVirussoftware_84;BeleidVoorSterkeWachtwoorden_85;BiometrischeMethoden_86;AuthenticatieViaSoftOfHardwaretoken_87;EncryptieVanData_88;GegevensOpAndereFysiekeLocatie_89;NetworkAccessControl_90;VPNInternetgebruikBuitenHetBedrijf_91;LogbestandenVoorAnalyseIncidenten_92;MethodesVoorBeoordelenICTVeiligheid_93;Risicoanalyses_94;ICTBeveiligingsmonitoringsysteem_95;VrijwilligeTraining_96;VerplichteTraining_97;MetContract_98;ICTVeiligheidsdocumentenAanwezig_99;MinderDan12MaandenGeleden_100;TussenDe12En24MaandenGeleden_101;MeerDan24MaandenGeleden_102;UitbesteedAanExternBedrijf_103;EigenPersoneel_104;EigenPersoneelEnExternBedrijf_105;NietVanToepassing_106;IncidentMetInterneOorzaakGehad_107;IncidentDoorAanvalVanBuitenGehad_108;UitvalICTDienstDoorVeiligheidsinc_109;VernietigingDataDoorVeiligheidsinc_110;OnthullingDoorInternIncident_111;UitvalICTDienstDoorAanvalBuitenaf_112;VernietigingDataAanvalVanBuitenaf_113;OnthullingGegevensDoorICTInbraak_114;KostenIncidentInternGehad_115;KostenIncidentAanvalBuitenafGehad_116;UitvalICTDienstDoorVeiligheidsinc_117;VernietigingDataDoorVeiligheidsinc_118;OnthullingDoorInternIncident_119;UitvalICTDienstDoorAanvalBuitenaf_120;VernietigingDataAanvalBuitenaf_121;OnthullingDoorICTInbraak_122;RansomwareAanvalGehad_123;ICTSystemenZijnGeblokkeerd_124;BedrijfsinformatieIsGestolen_125;LosgeldBetaald_126;ICTSystemen_127;Bedrijfsgegevens_128;AndereKostenRansomwareAanvalGehad_129;Politie_130;Cybersecurity_131;VerzekeringICTVeiligheidsincidenten_132;GezochtNaarMeldingenCyberdreigingen_133;BekendMetDTC_134;DTCWebsiteAlsBronGebruikt_135;VerkoopViaWebsiteOfApp_136;Bedrijven_137;Overheden_138;NederlandseConsumenten_139;BuitenlandseConsumenten_140;KlantenInNederland_141;KlantenInAndereEULanden_142;KlantenInLandenBuitenDeEU_143;FysiekeGoederen_144;DigitaleGoederenOfDiensten_145;NietDigitaleDiensten_146;FysiekeGoederen_147;DigitaleGoederenOfDiensten_148;NietDigitaleDiensten_149;Verkoopwaarde1VanDeTotaleOmzet_150;Verkoopwaarde1VanDeTotaleOmzet_151;Verkoopwaarde2VanDeTotaleOmzet_152;Verkoopwaarde5VanDeTotaleOmzet_153;Verkoopwaarde10VanDeTotaleOmzet_154;Verkoopwaarde25VanDeTotaleOmzet_155;Verkoopwaarde50VanDeTotaleOmzet_156;ViaWebsiteOfAppsVanEigenBedrijf_157;PercentageOmzetViaOnlinePlatforms_158;VerkoopViaECommerce_159;Verkoopwaarde1VanDeTotaleOmzet_160;Verkoopwaarde1VanDeTotaleOmzet_161;Verkoopwaarde2VanDeTotaleOmzet_162;Verkoopwaarde5VanDeTotaleOmzet_163;Verkoopwaarde10VanDeTotaleOmzet_164;Verkoopwaarde25VanDeTotaleOmzet_165;Verkoopwaarde50VanDeTotaleOmzet_166;ViaEen_167;ViaTwee_168;ViaDrieOfMeer_169;MeerDan75VanOmzetUitEenPlatform_170;BetaaldAanPlatforms_171;VerkoopViaEDI_172;FysiekeGoederen_173;DigitaleGoederenOfDiensten_174;NietDigitaleDiensten_175;FysiekeGoederen_176;DigitaleGoederenOfDiensten_177;NietDigitaleDiensten_178;Verkoopwaarde1VanDeTotaleOmzet_179;Verkoopwaarde1VanDeTotaleOmzet_180;Verkoopwaarde2VanDeTotaleOmzet_181;Verkoopwaarde5VanDeTotaleOmzet_182;Verkoopwaarde10VanDeTotaleOmzet_183;Verkoopwaarde25VanDeTotaleOmzet_184;Verkoopwaarde50VanDeTotaleOmzet_185
26;46 Groothandel en handelsbemiddeling;82;72.0;93.0;90.0;88.0;58;94.0;15.0;10.0;8.0;8.0;5.0;6.0;61.0;89.0;51.0;35.0;21.0;26.0;99;2;16.0;40.0;26.0;16.0;95;93.0;47;96.0;14.0;17.0;48.0;39.0;23.0;25.0;22.0;76.0;69.0;64.0;63.0;65.0;52.0;42.0;48.0;64.0;29.0;27.0;70.0;20.0;13.0;6.0;11.0;3.0;4.0;4.0;1;11.0;2.0;7.0;1.0;4.0;4.0;5.0;4.0;5.0;5.0;12.0;6.0;0.0;0.0;9.0;1.0;8.0;3.0;4.0;4.0;3.0;2.0;1.0;20.0;11.0;6.0;3.0;99;88.0;34.0;83.0;58.0;94.0;87.0;76.0;77.0;60.0;61.0;75.0;44.0;32.0;32.0;48.0;35.0;10.0;4;44.0;17.0;28.0;11.0;25.0;10.0;23.0;3;2;6.0;2;4;5;3;4.0;1.0;0.0;1.0;1.0;1.0;0;0;0;0.0;0.0;0.0;;19.0;;35.0;20.0;23.0;8.0;42.0;71.0;2.0;20.0;7.0;76.0;19.0;6.0;97.0;1.0;2.0;33.0;2.0;2.0;6.0;33.0;29.0;26.0;23.0;17.0;10.0;88.0;12.0;49.0;8.0;41.0;38.0;34.0;30.0;24.0;16.0;4.0;4.0;5.0;3.0;;18.0;99.0;1.0;0.0;27.0;3.0;3.0;4.0;15.0;14.0;13.0;11.0;8.0;5.0
27;47 Detailhandel (niet in auto's);60;55.0;73.0;68.0;67.0;28;76.0;13.0;8.0;7.0;6.0;5.0;5.0;54.0;81.0;41.0;30.0;11.0;12.0;98;4;21.0;37.0;24.0;12.0;93;74.0;17;90.0;21.0;19.0;64.0;55.0;44.0;45.0;42.0;69.0;65.0;61.0;57.0;58.0;56.0;33.0;44.0;53.0;23.0;25.0;65.0;30.0;19.0;7.0;19.0;5.0;7.0;7.0;2;17.0;6.0;6.0;3.0;4.0;6.0;4.0;4.0;7.0;6.0;16.0;9.0;1.0;1.0;11.0;3.0;8.0;4.0;4.0;4.0;3.0;1.0;1.0;30.0;18.0;8.0;4.0;92;82.0;31.0;76.0;50.0;79.0;66.0;48.0;56.0;44.0;46.0;55.0;28.0;14.0;27.0;33.0;23.0;6.0;3;41.0;20.0;16.0;24.0;19.0;10.0;18.0;3;2;8.0;2;2;4;2;4.0;0.0;0.0;2.0;0.0;1.0;2;1;1;1.0;1.0;1.0;;16.0;39.0;23.0;10.0;15.0;6.0;68.0;16.0;1.0;68.0;15.0;81.0;16.0;3.0;98.0;1.0;1.0;28.0;1.0;0.0;6.0;60.0;56.0;51.0;46.0;39.0;34.0;87.0;13.0;69.0;7.0;62.0;58.0;54.0;49.0;41.0;36.0;8.0;6.0;13.0;10.0;;7.0;97.0;2.0;1.0;15.0;1.0;1.0;2.0;5.0;5.0;4.0;3.0;2.0;2.0
28;55 Logiesverstrekking;71;35.0;72.0;67.0;63.0;31;73.0;6.0;4.0;4.0;3.0;2.0;3.0;39.0;90.0;32.0;21.0;6.0;14.0;99;3;7.0;30.0;33.0;26.0;88;75.0;23;94.0;25.0;21.0;65.0;47.0;30.0;35.0;37.0;64.0;57.0;51.0;51.0;56.0;49.0;18.0;41.0;55.0;14.0;17.0;60.0;25.0;20.0;4.0;11.0;2.0;3.0;4.0;1;11.0;4.0;4.0;1.0;3.0;2.0;2.0;1.0;3.0;3.0;9.0;7.0;0.0;;7.0;2.0;;3.0;2.0;2.0;3.0;1.0;0.0;25.0;13.0;5.0;1.0;92;77.0;26.0;73.0;38.0;84.0;67.0;44.0;49.0;42.0;43.0;45.0;26.0;17.0;23.0;32.0;22.0;9.0;1;55.0;7.0;13.0;26.0;16.0;9.0;16.0;2;1;5.0;4;4;2;3;2.0;0.0;;1.0;;;3;2;2;0.0;0.0;0.0;;48.0;;32.0;12.0;13.0;4.0;60.0;25.0;5.0;44.0;25.0;64.0;27.0;9.0;10.0;3.0;86.0;;;;3.0;57.0;57.0;51.0;49.0;40.0;25.0;46.0;54.0;61.0;3.0;57.0;57.0;51.0;50.0;41.0;26.0;2.0;7.0;49.0;19.0;;3.0;2.0;1.0;;;;;0.0;;;;;1.0;0.0
29;56 Eet- en drinkgelegenheden;53;12.0;56.0;49.0;37.0;15;65.0;2.0;1.0;1.0;1.0;1.0;1.0;44.0;69.0;24.0;4.0;1.0;2.0;97;7;26.0;42.0;18.0;5.0;94;63.0;18;87.0;10.0;13.0;37.0;21.0;13.0;19.0;18.0;43.0;38.0;31.0;30.0;35.0;37.0;12.0;14.0;26.0;6.0;8.0;38.0;6.0;4.0;1.0;4.0;0.0;1.0;1.0;0;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;;3.0;;;;;;;;0.0;6.0;3.0;1.0;1.0;87;65.0;21.0;56.0;25.0;64.0;37.0;19.0;18.0;19.0;19.0;26.0;6.0;1.0;9.0;7.0;5.0;1.0;1;35.0;16.0;6.0;43.0;11.0;5.0;11.0;1;1;3.0;1;2;5;1;;;;1.0;;0.0;1;1;1;10.0;10.0;10.0;;12.0;;11.0;3.0;9.0;1.0;28.0;;2.0;;7.0;;6.0;1.0;;0.0;24.0;;;;3.0;;;;;10.0;7.0;;30.0;29.0;3.0;26.0;20.0;16.0;15.0;10.0;7.0;4.0;4.0;4.0;;;1.0;;0.0;2.0;11.0;1.0;9.0;0.0;;;;;0.0;0.0
30;58-60 Uitgeverijen, film,radio en t.v.;96;88.0;94.0;92.0;91.0;89;96.0;23.0;16.0;13.0;13.0;12.0;10.0;69.0;83.0;55.0;51.0;35.0;35.0;99;0;5.0;28.0;29.0;38.0;95;95.0;66;97.0;28.0;29.0;58.0;;23.0;28.0;;82.0;77.0;72.0;71.0;76.0;67.0;40.0;57.0;68.0;36.0;44.0;78.0;48.0;32.0;22.0;26.0;8.0;8.0;10.0;1;15.0;7.0;13.0;1.0;8.0;8.0;12.0;11.0;11.0;17.0;;16.0;0.0;0.0;;2.0;;;;;;;0.0;48.0;30.0;18.0;8.0;96;87.0;38.0;89.0;70.0;91.0;87.0;73.0;79.0;67.0;72.0;73.0;56.0;33.0;37.0;62.0;57.0;5.0;1;33.0;18.0;35.0;14.0;25.0;8.0;23.0;2;3;5.0;1;3;6;2;6.0;0.0;0.0;;0.0;0.0;2;2;0;;;;;0.0;;35.0;30.0;29.0;;45.0;;5.0;;;;;;;;;;;;;;;;;12.0;8.0;;;48.0;14.0;34.0;32.0;24.0;20.0;13.0;10.0;;;;;;7.0;;;8.0;12.0;;;;;;2.0;2.0;1.0;1.0
31;61 Telecommunicatie;100;93.0;100.0;100.0;97.0;99;100.0;;;;;;;96.0;;;;;;100;0;7.0;;;;97;95.0;45;100.0;;;;;;;;;85.0;83.0;;82.0;;;;;;;82.0;;;;;;;;3;;;;;;;;;;;;;8.0;;;;;;;;;1.0;1.0;;;;;93;;;;;93.0;;;;;;;;;;;79.0;4.0;3;;;;4.0;;5.0;;2;3;5.0;0;0;9;0;;0.0;0.0;0.0;0.0;0.0;4;4;4;0.0;0.0;0.0;;0.0;0.0;;;;;;;0.0;;3.0;;;;;;;;;;;;;;;;;;;;5.0;;;;;;16.0;0.0;;;;;3.0;0.0;;0.0;;;;0.0;;0.0;0.0;0.0;0.0;0.0
32;62-63 IT- en informatiedienstverlening;99;97.0;96.0;96.0;94.0;91;97.0;67.0;46.0;40.0;38.0;31.0;30.0;95.0;60.0;55.0;86.0;69.0;59.0;100;0;6.0;26.0;31.0;36.0;97;89.0;65;97.0;20.0;29.0;57.0;48.0;35.0;33.0;34.0;93.0;89.0;88.0;86.0;89.0;82.0;52.0;72.0;82.0;62.0;72.0;91.0;60.0;40.0;21.0;38.0;18.0;29.0;26.0;7;25.0;18.0;23.0;3.0;19.0;15.0;29.0;26.0;27.0;28.0;36.0;12.0;4.0;3.0;12.0;2.0;7.0;3.0;4.0;6.0;4.0;2.0;2.0;60.0;44.0;30.0;20.0;97;97.0;57.0;96.0;90.0;98.0;93.0;79.0;89.0;81.0;82.0;81.0;79.0;52.0;63.0;81.0;69.0;10.0;1;7.0;48.0;38.0;7.0;27.0;8.0;24.0;2;5;6.0;0;3;2;2;2.0;0.0;1.0;2.0;0.0;1.0;1;1;1;9.0;9.0;9.0;;0.0;45.0;55.0;43.0;44.0;23.0;19.0;64.0;8.0;18.0;10.0;72.0;14.0;13.0;18.0;73.0;9.0;17.0;;;2.0;15.0;14.0;12.0;11.0;9.0;7.0;84.0;16.0;20.0;4.0;16.0;15.0;13.0;12.0;10.0;8.0;2.0;1.0;3.0;2.0;;3.0;4.0;74.0;22.0;1.0;1.0;;1.0;2.0;2.0;2.0;2.0;2.0;1.0
33;6419-6492 Banken;100;96.0;97.0;95.0;90.0;99;97.0;;;;21.0;18.0;15.0;88.0;;;;;;98;4;12.0;;;;87;87.0;81;;;;;;;;;;;;;;;;;;;;;27.0;16.0;13.0;12.0;3.0;18.0;13.0;2;;;;2.0;;;;;;;;;2.0;;;;;;;;;;2.0;27.0;21.0;14.0;6.0;98;95.0;;93.0;90.0;95.0;95.0;;;;;94.0;;;;;78.0;4.0;5;13.0;;;5.0;22.0;9.0;17.0;1;9;2.0;0;7;4;1;;0.0;1.0;;0.0;0.0;0;0;0;;;;;;;;;;;16.0;;;;;;;;;;;;;;0.0;;;;;;;;;;7.0;12.0;12.0;12.0;9.0;9.0;9.0;0.0;0.0;;0.0;;7.0;0.0;;;;;;;;;;;;
34;651-652 Verzekeringen;100;97.0;100.0;98.0;100.0;98;100.0;55.0;38.0;33.0;35.0;27.0;26.0;87.0;93.0;80.0;78.0;67.0;69.0;100;1;4.0;;14.0;37.0;100;98.0;76;96.0;;22.0;;;;;;86.0;82.0;78.0;74.0;77.0;;;;70.0;;;80.0;;38.0;27.0;29.0;8.0;26.0;33.0;1;;;;3.0;;10.0;;;;;;;;;;2.0;;;;;;;2.0;;;29.0;22.0;100;100.0;;100.0;94.0;100.0;97.0;96.0;99.0;98.0;97.0;99.0;94.0;90.0;;99.0;94.0;5.0;0;18.0;18.0;;1.0;;8.0;;3;22;1.0;0;6;4;1;4.0;;1.0;0.0;0.0;;1;0;1;0.0;0.0;0.0;;0.0;0.0;;65.0;;;;;1.0;;4.0;;4.0;1.0;0.0;;;;;;4.0;;;;;;;;;;10.0;30.0;26.0;20.0;20.0;16.0;10.0;0.0;3.0;;;;12.0;0.0;;;;;;;;;;;;1.0
35;6612-6619 Financiële advisering;99;;97.0;93.0;93.0;87;97.0;;;23.0;25.0;21.0;15.0;;85.0;;;;;100;0;4.0;;;;97;90.0;57;98.0;24.0;;;;;;;90.0;82.0;80.0;80.0;80.0;75.0;;;;;;84.0;;17.0;8.0;13.0;6.0;21.0;17.0;2;;;6.0;1.0;9.0;4.0;;;;;13.0;;3.0;;;;;2.0;;;;2.0;0.0;;;13.0;5.0;99;97.0;;100.0;;98.0;90.0;;;;89.0;;;;;;;11.0;1;;;;4.0;;8.0;;3;1;5.0;0;3;4;6;;0.0;0.0;;0.0;;1;1;0;0.0;0.0;0.0;;0.0;0.0;;;;;18.0;;0.0;;;;;1.0;8.0;;7.0;;;;1.0;;;;;;;;;19.0;6.0;13.0;13.0;13.0;12.0;11.0;11.0;0.0;0.0;;0.0;;1.0;0.0;0.0;;;;;0.0;;;;;;
36;68 Verhuur en handel van onroerend goed;98;90.0;93.0;93.0;85.0;91;93.0;21.0;10.0;8.0;7.0;6.0;3.0;;95.0;;33.0;;35.0;98;2;13.0;;26.0;24.0;96;91.0;80;93.0;11.0;;;;;;;86.0;76.0;73.0;73.0;75.0;70.0;;70.0;74.0;;33.0;79.0;28.0;15.0;7.0;15.0;3.0;4.0;7.0;0;;5.0;7.0;0.0;6.0;;4.0;2.0;5.0;4.0;;8.0;2.0;0.0;13.0;2.0;;;;;;1.0;0.0;28.0;13.0;7.0;2.0;95;90.0;36.0;87.0;;92.0;83.0;;73.0;71.0;;75.0;;30.0;;;;9.0;3;;10.0;26.0;12.0;23.0;5.0;18.0;2;7;3.0;0;2;5;0;;0.0;0.0;0.0;0.0;0.0;0;0;0;;;;;;;;19.0;26.0;;5.0;;;;;;;;0.0;1.0;;;;;0.0;;;;1.0;0.0;0.0;;;6.0;3.0;3.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;;0.0;;3.0;;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0
37;69-70 Juridisch en managementadvies;97;93.0;96.0;95.0;92.0;87;96.0;24.0;15.0;13.0;12.0;11.0;11.0;63.0;90.0;55.0;40.0;29.0;36.0;100;1;12.0;34.0;31.0;22.0;98;92.0;72;95.0;12.0;16.0;37.0;29.0;18.0;17.0;21.0;91.0;85.0;82.0;78.0;82.0;79.0;39.0;63.0;79.0;36.0;33.0;86.0;41.0;24.0;15.0;21.0;6.0;13.0;13.0;3;9.0;9.0;18.0;1.0;10.0;16.0;10.0;5.0;10.0;8.0;27.0;13.0;2.0;1.0;15.0;2.0;11.0;2.0;4.0;8.0;6.0;3.0;1.0;41.0;25.0;14.0;7.0;98;93.0;46.0;93.0;74.0;95.0;88.0;62.0;80.0;68.0;70.0;79.0;64.0;42.0;52.0;73.0;59.0;10.0;3;37.0;15.0;41.0;7.0;31.0;9.0;26.0;4;11;5.0;1;3;5;2;4.0;2.0;1.0;1.0;0.0;1.0;1;1;0;0.0;0.0;0.0;;32.0;65.0;56.0;23.0;34.0;15.0;10.0;66.0;4.0;27.0;3.0;85.0;8.0;7.0;35.0;28.0;36.0;44.0;9.0;9.0;2.0;6.0;6.0;4.0;4.0;2.0;1.0;85.0;15.0;11.0;3.0;8.0;7.0;6.0;5.0;4.0;3.0;2.0;0.0;1.0;1.0;;3.0;48.0;26.0;26.0;44.0;5.0;2.0;1.0;3.0;2.0;2.0;2.0;2.0;1.0
38;71 Architecten-, ingenieursbureaus e.d.;98;94.0;93.0;92.0;90.0;86;95.0;17.0;9.0;8.0;6.0;6.0;5.0;68.0;87.0;56.0;35.0;24.0;29.0;99;0;12.0;38.0;28.0;20.0;96;91.0;71;96.0;8.0;12.0;32.0;24.0;13.0;15.0;17.0;80.0;73.0;68.0;61.0;65.0;63.0;37.0;47.0;64.0;30.0;27.0;70.0;32.0;16.0;7.0;20.0;8.0;8.0;6.0;2;7.0;6.0;8.0;1.0;5.0;7.0;12.0;6.0;8.0;10.0;19.0;6.0;1.0;;17.0;2.0;13.0;3.0;5.0;8.0;5.0;3.0;2.0;32.0;19.0;9.0;4.0;98;87.0;39.0;84.0;58.0;97.0;90.0;80.0;75.0;57.0;61.0;70.0;49.0;23.0;46.0;55.0;43.0;10.0;2;42.0;15.0;34.0;8.0;25.0;8.0;23.0;3;3;4.0;1;4;7;2;5.0;1.0;0.0;0.0;1.0;1.0;1;1;0;;;;;0.0;;39.0;17.0;19.0;8.0;9.0;;6.0;20.0;4.0;;14.0;4.0;47.0;21.0;32.0;;;;2.0;6.0;5.0;5.0;4.0;3.0;1.0;;11.0;11.0;3.0;8.0;7.0;6.0;6.0;4.0;2.0;1.0;1.0;1.0;;;3.0;20.0;40.0;40.0;;;1.0;0.0;;;;2.0;1.0;1.0
39;72 Research;97;94.0;96.0;95.0;87.0;90;96.0;27.0;15.0;13.0;11.0;10.0;11.0;75.0;91.0;66.0;47.0;32.0;35.0;99;1;7.0;44.0;23.0;23.0;94;84.0;63;93.0;7.0;16.0;29.0;;12.0;12.0;15.0;79.0;73.0;68.0;70.0;72.0;62.0;33.0;48.0;66.0;36.0;33.0;75.0;39.0;19.0;11.0;13.0;11.0;20.0;11.0;5;4.0;13.0;12.0;1.0;7.0;6.0;19.0;15.0;9.0;15.0;20.0;11.0;2.0;0.0;12.0;3.0;;4.0;;;5.0;2.0;2.0;39.0;23.0;16.0;8.0;97;89.0;47.0;89.0;72.0;96.0;89.0;65.0;74.0;60.0;67.0;72.0;66.0;40.0;47.0;62.0;53.0;7.0;1;21.0;27.0;41.0;11.0;20.0;12.0;18.0;5;3;8.0;1;4;5;5;5.0;1.0;0.0;;;;2;2;1;0.0;0.0;0.0;;0.0;;33.0;27.0;24.0;10.0;12.0;;8.0;14.0;4.0;;;;;17.0;4.0;;;;1.0;;;;;;4.0;;7.0;12.0;2.0;10.0;9.0;6.0;5.0;5.0;4.0;1.0;0.0;;0.0;;2.0;;;;;;;;;;;;;
40;73 Reclamewezen en marktonderzoek;96;86.0;91.0;91.0;86.0;81;91.0;21.0;11.0;10.0;7.0;8.0;8.0;64.0;87.0;53.0;33.0;;27.0;100;0;8.0;38.0;34.0;20.0;95;88.0;51;98.0;10.0;16.0;52.0;;;;;85.0;81.0;81.0;74.0;77.0;74.0;41.0;60.0;73.0;31.0;32.0;79.0;54.0;40.0;23.0;33.0;17.0;19.0;15.0;6;21.0;15.0;19.0;3.0;8.0;16.0;20.0;13.0;19.0;17.0;;9.0;2.0;;11.0;0.0;;;;;;2.0;1.0;54.0;46.0;23.0;12.0;93;91.0;44.0;89.0;66.0;89.0;87.0;61.0;75.0;60.0;69.0;72.0;51.0;33.0;43.0;55.0;45.0;7.0;3;39.0;21.0;32.0;9.0;24.0;16.0;21.0;4;4;12.0;3;9;5;3;4.0;;0.0;2.0;0.0;2.0;4;4;3;;0.0;0.0;;0.0;;50.0;17.0;18.0;;13.0;;3.0;;;;;2.0;;;0.0;;;;1.0;;;;;;;;5.0;13.0;2.0;11.0;11.0;7.0;7.0;4.0;4.0;;0.0;1.0;0.0;;2.0;;;7.0;;;0.0;;;;;;0.0;0.0
41;74-75 Overige professionele diensten;94;76.0;90.0;87.0;82.0;73;94.0;11.0;9.0;8.0;7.0;6.0;3.0;60.0;86.0;47.0;31.0;13.0;22.0;100;2;10.0;47.0;29.0;11.0;92;85.0;45;94.0;13.0;25.0;42.0;36.0;21.0;25.0;24.0;82.0;75.0;73.0;68.0;74.0;67.0;31.0;55.0;64.0;29.0;26.0;79.0;37.0;25.0;16.0;26.0;9.0;9.0;9.0;4;12.0;10.0;8.0;2.0;5.0;7.0;8.0;6.0;10.0;11.0;18.0;8.0;3.0;;10.0;1.0;;2.0;;;4.0;1.0;0.0;37.0;27.0;16.0;7.0;94;83.0;32.0;82.0;54.0;90.0;83.0;48.0;64.0;49.0;51.0;57.0;42.0;17.0;32.0;40.0;32.0;7.0;2;37.0;25.0;22.0;17.0;26.0;5.0;25.0;2;1;3.0;1;3;8;1;8.0;0.0;0.0;;0.0;1.0;1;1;0;0.0;0.0;0.0;;0.0;20.0;28.0;13.0;13.0;;22.0;;5.0;;;;;7.0;;25.0;26.0;;;7.0;3.0;;;;;8.0;7.0;;10.0;22.0;4.0;19.0;16.0;15.0;12.0;8.0;7.0;1.0;;;;;1.0;;;;;0.0;;;;;;;;
42;77 Verhuur van roerende goederen;90;75.0;92.0;88.0;85.0;67;92.0;22.0;14.0;13.0;12.0;11.0;10.0;69.0;88.0;59.0;41.0;;21.0;99;4;15.0;30.0;28.0;20.0;93;96.0;59;96.0;22.0;33.0;67.0;59.0;;43.0;;79.0;75.0;72.0;69.0;71.0;62.0;;;68.0;31.0;;74.0;21.0;8.0;6.0;11.0;4.0;6.0;4.0;2;;3.0;4.0;2.0;2.0;2.0;3.0;4.0;;5.0;;;0.0;0.0;20.0;5.0;;;;;;4.0;2.0;21.0;13.0;7.0;1.0;98;90.0;;88.0;64.0;95.0;86.0;66.0;73.0;57.0;59.0;72.0;;36.0;;52.0;49.0;3.0;0;29.0;20.0;39.0;12.0;25.0;8.0;24.0;4;1;5.0;1;4;3;2;3.0;;0.0;1.0;;;2;2;2;;;;;0.0;;36.0;24.0;28.0;;37.0;;;;;;;2.0;;2.0;;;;;5.0;;;;;;11.0;;4.0;42.0;6.0;35.0;32.0;31.0;22.0;18.0;14.0;;;;;;8.0;;0.0;;;1.0;;1.0;;;;;;
43;78 Uitzendbureaus en arbeidsbemiddeling;89;62.0;77.0;73.0;70.0;73;80.0;8.0;5.0;5.0;4.0;3.0;3.0;44.0;80.0;29.0;19.0;12.0;18.0;96;2;21.0;36.0;25.0;12.0;93;84.0;61;84.0;13.0;23.0;45.0;32.0;21.0;22.0;27.0;69.0;65.0;60.0;60.0;61.0;56.0;28.0;49.0;57.0;21.0;19.0;65.0;26.0;18.0;5.0;13.0;3.0;3.0;6.0;1;10.0;2.0;7.0;1.0;3.0;5.0;3.0;2.0;4.0;4.0;13.0;7.0;4.0;2.0;7.0;2.0;5.0;3.0;2.0;2.0;2.0;1.0;1.0;26.0;14.0;6.0;2.0;93;81.0;33.0;81.0;51.0;84.0;69.0;39.0;55.0;41.0;45.0;55.0;29.0;14.0;32.0;35.0;27.0;6.0;2;47.0;15.0;14.0;25.0;18.0;6.0;17.0;1;3;4.0;1;3;2;2;2.0;0.0;0.0;1.0;;0.0;1;1;0;5.0;0.0;0.0;;5.0;;25.0;10.0;15.0;6.0;5.0;70.0;8.0;20.0;2.0;94.0;5.0;1.0;24.0;17.0;60.0;;;;0.0;4.0;4.0;3.0;3.0;2.0;2.0;80.0;20.0;6.0;1.0;5.0;4.0;4.0;4.0;3.0;3.0;1.0;0.0;1.0;0.0;;2.0;36.0;10.0;54.0;;3.0;;0.0;1.0;1.0;1.0;1.0;1.0;1.0
