ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Omschrijving_61;Code_62;Omschrijving_63;Inwonertal_64;Omgevingsadressendichtheid_65
142;689;689;Giessenlanden              ;GIN;Giessenlanden              ;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;34;Gorinchem                          ;30;Zuidoost-Zuid-Holland              ;77;Overige gemeenten Alblasserwaard        ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;39;Gorinchem          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;52;Gorinchem             ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;-  ;-  ;                              ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;14174;255
143;784;784;Gilze en Rijen             ;GRN;Gilze en Rijen             ;2;Breda           ;1;Midden-Brabant                ;42;Tilburg                            ;34;Midden-Noord-Brabant               ;108;Gebied om Tilburg                       ;1;'s-Hertogenbosch;21;Tilburg           ;23;Tilburg          ;54;GGD Hart van Brabant                    ;6;Tilburg            ;17;Tilburg         ;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;68;Tilburg               ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL412;Midden-Noord-Brabant               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;35;Midden-Brabant                          ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;-  ;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;24508;863
144;511;511;Goedereede                 ;GRE;Goedereede                 ;10;Rotterdam       ;20;Noordelijke delta             ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;92;Goeree en Overflakkee                   ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden             ;36;Sommelsdijk        ;14;Dordrecht       ;3;West-Nederland ;2803;Goeree-Overflakkee                      ;11;Zuidwestelijk akkerbouwgebied ;57;Middelharnis          ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;14;Zeeland                            ;2;Noordzeebadplaatsen                     ;29;Rijnmond                                ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;284;292;Overig Groot-Rijnmond         ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;11249;323
145;664;664;Goes                       ;GOS;Goes                       ;12;Middelburg      ;5;Zeeland                       ;36;Goes                               ;32;Overig Zeeland                     ;97;Noord- en Zuid-Beveland                 ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;40;Middelburg         ;16;Middelburg      ;3;West-Nederland ;2902;Walcheren en Zuid-Beveland              ;11;Zuidwestelijk akkerbouwgebied ;60;Goes                  ;NL3;West-Nederland ;NL34;Zeeland                   ;NL342;Overig Zeeland                     ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;4;Deltagebied                             ;31;Oosterschelde regio                     ;24;Zeeland                                 ;32;Noord- en Midden-Zeeland                ;-  ;-  ;                              ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;35955;1112
146;785;785;Goirle                     ;GLE;Goirle                     ;2;Breda           ;1;Midden-Brabant                ;42;Tilburg                            ;34;Midden-Noord-Brabant               ;108;Gebied om Tilburg                       ;1;'s-Hertogenbosch;21;Tilburg           ;23;Tilburg          ;54;GGD Hart van Brabant                    ;6;Tilburg            ;17;Tilburg         ;4;Zuid-Nederland ;3007;De Kempen                               ;13;Zuidelijk veehouderijgebied   ;68;Tilburg               ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL412;Midden-Noord-Brabant               ;21;Tilburg en omstreken            ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;35;Midden-Brabant                          ;26;Midden-Brabant/Waalwijk                 ;36;Midden-Brabant                          ;-  ;-  ;                              ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;22377;1007
147;512;512;Gorinchem                  ;GCM;Gorinchem                  ;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;34;Gorinchem                          ;30;Zuidoost-Zuid-Holland              ;76;Industriegebied Alblasserwaard          ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;39;Gorinchem          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;52;Gorinchem             ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;-  ;-  ;                              ;4;20 000 - < 50 000 inwoners              ;2;Sterk stedelijk     ;33847;1623
148;239;239;Gorssel                    ;GSL;Gorssel                    ;6;Zutphen         ;32;Midden-IJssel                 ;13;Deventer                           ;14;Achterhoek                         ;28;Overige gemeenten westelijke Achterhoek ;2;Arnhem          ;5;Stedendriehoek    ;6;Stedendriehoek   ;14;GGD Regio Stedendriehoek                ;19;Zutphen            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;20;Deventer              ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL222;Achterhoek                         ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;5;IJssel/Veluwe                      ;10;Achterhoek                              ;11;Stedendriehoek                          ;11;Achterhoek                              ;12;Achterhoek                              ;-  ;-  ;                              ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;13340;239
149;513;513;Gouda                      ;GDA;Gouda                      ;9;'s-Gravenhage   ;16;Midden-Holland                ;33;Gouda                              ;28;Oost-Zuid-Holland                  ;74;Gouda en omstreken                      ;3;'s-Gravenhage   ;16;Gouda             ;18;Midden Holland   ;45;GGD Midden-Holland                      ;34;Gouda              ;15;Leiden          ;3;West-Nederland ;2806;Krimpenerwaard en Oostelijk Rijnland    ;9;Hollands/Utrechts weidegebied ;51;Gouda                 ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL334;Oost-Zuid-Holland                  ;16;Noord-Zuid-Holland              ;16;Hollands Midden          ;28;Zuid-Holland              ;11;Rijnstreek                         ;17;Overig Nederland                        ;27;Zuid-Holland-Oost                       ;21;Rijnstreek/Midden-Holland/Alblasserwaard;29;Rijnstreek/Midden-Holland/Alblasserwaard;-  ;-  ;                              ;5;50 000 - < 100 000 inwoners             ;2;Sterk stedelijk     ;71962;2281
150;693;693;Graafstroom                ;GFM;Graafstroom                ;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;32;Dordrecht                          ;30;Zuidoost-Zuid-Holland              ;77;Overige gemeenten Alblasserwaard        ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;37;Dordrecht          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;53;Dordrecht/Zwijndrecht ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;17;Overig Nederland                        ;30;Zuid-Holland-Zuid                       ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;-  ;-  ;                              ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;9614;140
151;365;365;Graft-De Rijp              ;GRP;Graft-De Rijp              ;14;Alkmaar         ;22;Noord-Kennemerland            ;25;Alkmaar                            ;23;Groot-Amsterdam                    ;56;Noordhollands Middengewest              ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;29;GGD Noord-Kennemerland                  ;46;Alkmaar            ;11;Den Helder      ;3;West-Nederland ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen   ;38;Alkmaar               ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL326;Groot-Amsterdam                    ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;17;Overig Nederland                        ;24;Noord-Kennemerland                      ;18;Kop Noord-Holland/West-Friesland        ;25;Noord-Kennemerlanden                    ;-  ;232;Overig Groot-Amsterdam        ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;6386;381
152;786;786;Grave                      ;GVE;Grave                      ;1;'s-Hertogenbosch;72;Noord-Oost-Noord-Brabant      ;15;Nijmegen                           ;35;Noordoost-Noord-Brabant            ;119;Land van Cuijk                          ;1;'s-Hertogenbosch;7;Nijmegen          ;24;'s-Hertogenbosch ;54;GGD Hart van Brabant                    ;4;Boxmeer            ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk veehouderijgebied   ;30;Nijmegen              ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL413;Noordoost-Noord-Brabant            ;11;Oostelijk Maas-Waalgebied       ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;14;Oost-Brabant, Noord- en Midden-Limburg  ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noordoost Brabant    ;40;Noordoost-Brabant                       ;151;352;Overig Noordoost-Noord-Brabant;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;12587;551
153;390;390;'s-Graveland               ;GLD;Graveland                  ;13;Amsterdam       ;4;Gooi en Vechtstreek           ;23;Hilversum                          ;24;Het Gooi en Vechtstreek            ;65;Vechtstreek in Noord-Holland            ;4;Amsterdam       ;10;Het Gooi/Flevoland;11;Het Gooi         ;36;GGD Gooi en Vechtstreek                 ;45;Hilversum          ;10;Haarlem         ;3;West-Nederland ;2707;'t Gein en Gooiland                     ;9;Hollands/Utrechts weidegebied ;45;Hilversum             ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL327;Het Gooi en Vechtstreek            ;15;Zuid-Noord-Holland              ;14;Gooi en Vechtstreek      ;27;Noord-Holland             ;8;Midden-Nederland                   ;6;Hollands-Utrechtse meren                ;20;Gooi en Vechtstreek                     ;16;Zaanstreek/Waterland/Amstelland/Meerland;18;Het Gooi                                ;-  ;-  ;                              ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;9220;575
154;517;517;'s-Gravendeel              ;GDL;Gravendeel                 ;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;32;Dordrecht                          ;30;Zuidoost-Zuid-Holland              ;90;Hoeksche Waard                          ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden             ;38;Oud-Beijerland     ;14;Dordrecht       ;3;West-Nederland ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk akkerbouwgebied ;53;Dordrecht/Zwijndrecht ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;4;Deltagebied                             ;30;Zuid-Holland-Zuid                       ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;-  ;-  ;                              ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;8693;819
155;518;518;'s-Gravenhage              ;GHE;Gravenhage                 ;9;'s-Gravenhage   ;46;Haagland                      ;29;'s-Gravenhage                      ;26;Agglomeratie 's-Gravenhage         ;79;'s-Gravenhage                           ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;16;'s-Gravenhage    ;39;GG en GD 's-Gravenhage                  ;28;'s-Gravenhage      ;12;'s-Gravenhage   ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;49;'s-Gravenhage         ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL332;Agglomeratie 's-Gravenhage         ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;12;Haaglanden                         ;0;Zie GSC                                 ;28;Haaglanden                              ;20;'s-Gravenhage/Westland                  ;27;'s-Gravenhage                           ;-  ;-  ;                              ;8;250 000 inwoners of meer                ;1;Zeer sterk stedelijk;443745;4823
156;519;519;'s-Gravenzande             ;GZE;Gravenzande                ;9;'s-Gravenhage   ;46;Haagland                      ;29;'s-Gravenhage                      ;27;Delft en Westland                  ;81;Westland                                ;3;'s-Gravenhage   ;15;'s-Gravenhage     ;17;Delft en Westland;44;GGD Delftland                           ;29;Delft              ;14;Dordrecht       ;3;West-Nederland ;2809;Westland en Zuidhollandse Droogmakerijen;7;Westelijk Holland             ;49;'s-Gravenhage         ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL333;Delft en Westland                  ;16;Noord-Zuid-Holland              ;15;Haaglanden               ;28;Zuid-Holland              ;12;Haaglanden                         ;2;Noordzeebadplaatsen                     ;28;Haaglanden                              ;20;'s-Gravenhage/Westland                  ;28;Westland                                ;-  ;-  ;                              ;3;10 000 - < 20 000 inwoners              ;3;Matig stedelijk     ;19210;1270
157;240;240;Groenlo                    ;GLO;Groenlo                    ;6;Zutphen         ;43;Oost-Gelderland               ;16;Winterswijk-Zutphen                ;14;Achterhoek                         ;30;Overige gemeenten oostelijke Achterhoek ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek                    ;21;Groenlo            ;7;Arnhem          ;2;Oost-Nederland ;2508;Achterhoek                              ;4;Oostelijk Veehouderijgebied   ;24;Winterswijk           ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL222;Achterhoek                         ;8;Zuidelijke Achterhoek           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;6;Arnhem/Oost Gld./Nijm./Rivierenland;10;Achterhoek                              ;13;Oost-Gelderland                         ;11;Achterhoek                              ;12;Achterhoek                              ;162;-  ;                              ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;9091;753
158;241;241;Groesbeek                  ;GBK;Groesbeek                  ;5;Arnhem          ;48;Nijmegen e.o                  ;15;Nijmegen                           ;15;Arnhem/Nijmegen                    ;40;Gebied om Nijmegen                      ;2;Arnhem          ;7;Nijmegen          ;8;Nijmegen         ;21;GGD Regio Nijmegen                      ;17;Nijmegen           ;6;Nijmegen        ;2;Oost-Nederland ;2503;Zuidelijk Gelderland                    ;4;Oostelijk Veehouderijgebied   ;30;Nijmegen              ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL223;Arnhem/Nijmegen                    ;11;Oostelijk Maas-Waalgebied       ;8;Gelderland-Zuid          ;25;Gelderland                ;6;Arnhem/Oost Gld./Nijm./Rivierenland;14;Oost-Brabant, Noord- en Midden-Limburg  ;14;Arnhem/Nijmegen                         ;12;Nijmegen e.o. en Betuwe                 ;14;Nijmegen e.o.                           ;151;-  ;                              ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;19313;591
159;14;14;Groningen                  ;GNN;Groningen                  ;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;7;Stad Groningen                          ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2002;Centraal weidegebied in Groningen       ;3;Noordelijk Weidegebied        ;1;Groningen             ;NL1;Noord-Nederland;NL11;Groningen                 ;NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;3;Centraal en westelijk Groningen         ;2;Stad Groningen                          ;2;Stad Groningen                          ;011;-  ;                              ;7;150 000 - < 250 000 inwoners            ;1;Zeer sterk stedelijk;173825;2994
160;15;15;Grootegast                 ;GGT;Grootegast                 ;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;5;Groninger zuidelijk Westerkwartier      ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2005;Groninger zuidelijk Westerkwartier      ;3;Noordelijk Weidegebied        ;1;Groningen             ;NL1;Noord-Nederland;NL11;Groningen                 ;NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;3;Centraal en westelijk Groningen         ;1;Ommelanden                              ;1;Ommelanden                              ;011;-  ;                              ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;11808;185
161;Gulpen-Wittem;1729;Gulpen-Wittem              ;GPM;GulpenWittem               ;3;Maastricht      ;67;Zuid-Limburg                  ;46;Maastricht                         ;39;Zuid-Limburg                       ;127;Overige gemeenten Zuid-Limburg          ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;61;GGD Oostelijk Zuid-Limburg              ;9;Maastricht         ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;80;Maastricht            ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;42;Maastricht en Mergelland                ;30;Zuid-Limburg                            ;45;Heuvelland Zuid-Limburg                 ;-  ;-  ;                              ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;15558;232
162;158;158;Haaksbergen                ;HBN;Haaksbergen                ;8;Almelo          ;35;Enschede                      ;10;Enschede-Hengelo                   ;12;Twente                             ;24;Overige gemeenten in Twente             ;2;Arnhem          ;4;Twente            ;5;Twente           ;11;GGD Regio Twente                        ;27;Enschede           ;4;Zwolle          ;2;Oost-Nederland ;2303;Twente                                  ;4;Oostelijk Veehouderijgebied   ;22;Enschede              ;NL2;Oost-Nederland ;NL21;Overijssel                ;NL213;Twente                             ;6;Twente                          ;5;Twente                   ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;12;Twente                                  ;7;Twente                                  ;8;Hengelo/Enschede                        ;-  ;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;24100;898
163;788;788;Haaren                     ;HRN;Haaren                     ;1;'s-Hertogenbosch;72;Noord-Oost-Noord-Brabant      ;42;Tilburg                            ;35;Noordoost-Noord-Brabant            ;110;Gebied om 's-Hertogenbosch en Vught     ;1;'s-Hertogenbosch;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;54;GGD Hart van Brabant                    ;1;'s-Hertogenbosch   ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;69;'s-Hertogenbosch      ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL413;Noordoost-Noord-Brabant            ;12;Noord-Noord-Brabant             ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;13;West- en Midden-Brabant                 ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noordoost Brabant    ;37;Den Bosch e.o.                          ;-  ;351;Stadsgewest 's-Hertogenbosch  ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;14098;311
164;392;392;Haarlem                    ;HRM;Haarlem                    ;15;Haarlem         ;44;Zuid- en Midden-Kennemerland  ;22;Haarlem-Beverwijk-Velsen           ;21;Agglomeratie Haarlem               ;60;Haarlem                                 ;4;Amsterdam       ;12;Kennemerland      ;13;Kennemerland     ;31;GGD Zuid-Kennemerland                   ;49;Haarlem            ;10;Haarlem         ;3;West-Nederland ;2708;Kennemerland                            ;7;Westelijk Holland             ;43;Haarlem               ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL324;Agglomeratie Haarlem               ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;17;Overig Nederland                        ;25;West-Kennnemerland                      ;17;Zuid- en Midden-Kennemerland            ;21;Zuid-Kennemerland                       ;221;-  ;                              ;6;100 000 - < 150 000 inwoners            ;1;Zeer sterk stedelijk;148779;3048
165;393;393;Haarlemmerliede c.a.       ;HSE;Haarlemmerliede c.a.       ;15;Haarlem         ;44;Zuid- en Midden-Kennemerland  ;22;Haarlem-Beverwijk-Velsen           ;21;Agglomeratie Haarlem               ;62;Noordhollandse Meerlanden               ;4;Amsterdam       ;12;Kennemerland      ;13;Kennemerland     ;31;GGD Zuid-Kennemerland                   ;49;Haarlem            ;10;Haarlem         ;3;West-Nederland ;2706;Waterland en N.-Hollandse Droogmakerijen;8;Waterland en Droogmakerijen   ;43;Haarlem               ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL324;Agglomeratie Haarlem               ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;17;Overig Nederland                        ;25;West-Kennnemerland                      ;17;Zuid- en Midden-Kennemerland            ;21;Zuid-Kennemerland                       ;221;-  ;                              ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;5601;562
166;394;394;Haarlemmermeer             ;HMR;Haarlemmermeer             ;15;Haarlem         ;51;Amsterdam e.o                 ;21;Amsterdam-Purmerend                ;23;Groot-Amsterdam                    ;62;Noordhollandse Meerlanden               ;4;Amsterdam       ;12;Kennemerland      ;14;Amsterdam        ;35;GGD Amstelland - De Meerlanden          ;49;Haarlem            ;10;Haarlem         ;3;West-Nederland ;2702;Haarlemmermeer                          ;7;Westelijk Holland             ;44;Amsterdam             ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL326;Groot-Amsterdam                    ;15;Zuid-Noord-Holland              ;12;Kennemerland             ;27;Noord-Holland             ;10;Zuidelijk Noord-Holland            ;17;Overig Nederland                        ;21;Agglomeratie Amsterdam                  ;16;Zaanstreek/Waterland/Amstelland/Meerland;23;Amstelland/Meerlanden                   ;211;232;Overig Groot-Amsterdam        ;6;100 000 - < 150 000 inwoners            ;3;Matig stedelijk     ;113239;1299
167;914;914;Haelen                     ;HAN;Haelen                     ;4;Roermond        ;30;Midden-Limburg                ;47;Roermond-Weert                     ;38;Midden-Limburg                     ;123;Midden-Limburg ten westen van de Maas   ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;60;GGD Midden-Limburg                      ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;77;Roermond              ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL422;Midden-Limburg                     ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;39;Midden-Limburg                          ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;471;-  ;                              ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;10056;408
168;Halderberge;1655;Halderberge                ;HBE;Halderberge                ;2;Breda           ;3;Westelijk Noord-Brabant       ;44;Bergen op Zoom/Roosendaal en Nispen;33;West-Noord-Brabant                 ;102;Bergen op Zoom, Roosendaal en omgeving  ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;52;GGD West-Brabant                        ;7;Zevenbergen        ;17;Tilburg         ;4;Zuid-Nederland ;3005;Westelijke Zandgronden                  ;12;Zuidwest-Brabant              ;65;Roosendaal en Nispen  ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;13;West- en Midden-Brabant                 ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;34;Regio Roosendaal                        ;442;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;29575;593
169;160;160;Hardenberg                 ;HBG;Hardenberg                 ;7;Zwolle          ;41;IJssel-Vecht                  ;12;Almelo                             ;10;Noord-Overijssel                   ;21;Noordoost-Overijssel                    ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2302;Noordoost-Overijssel                    ;4;Oostelijk Veehouderijgebied   ;19;Hardenberg/Gramsbergen;NL2;Oost-Nederland ;NL21;Overijssel                ;NL211;Noord-Overijssel                   ;4;Assen-Hoogeveen-Emmen           ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;122;-  ;                              ;5;50 000 - < 100 000 inwoners             ;5;Niet stedelijk      ;57230;442
170;243;243;Harderwijk                 ;HWK;Harderwijk                 ;6;Zutphen         ;31;Noordwest-Veluwe              ;20;Amersfoort                         ;13;Veluwe                             ;32;IJsselmeerkust                          ;2;Arnhem          ;8;Amersfoort        ;4;Zwolle           ;16;GGD Noordwest-Veluwe                    ;25;Harderwijk         ;7;Arnhem          ;2;Oost-Nederland ;2507;Westelijke Veluwe                       ;5;Centraal Veehouderijgebied    ;28;Harderwijk            ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL221;Veluwe                             ;10;Harderwijk-Amersfoort           ;6;Noord- en Oost-Gelderland;25;Gelderland                ;5;IJssel/Veluwe                      ;3;Ijsselmeerkust                          ;17;Noordwest-Veluwe                        ;9;Veluwe                                  ;10;West-Veluwe/Noordwest-Veluwe            ;202;-  ;                              ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;40207;1206
